PK,지역,날짜,"일일
확진자","누적
확진자","일일
사망자","누적
사망자","일일
완치자","누적
완치자",사망률,완치율,인구수,발생률,데이터,,
1697,인천,2020-02-21,0,2,0,0,0,1,0,50,2956119,0.1,corona_board_kr,,
1698,인천,2020-02-22,0,2,0,0,0,1,0,50,2956119,0.1,corona_board_kr,,
1699,인천,2020-02-23,0,2,0,0,0,1,0,50,2956119,0.1,corona_board_kr,,
1700,인천,2020-02-24,0,2,0,0,0,1,0,50,2956119,0.1,corona_board_kr,,
1701,인천,2020-02-25,0,2,0,0,0,1,0,50,2956119,0.1,corona_board_kr,,
1702,인천,2020-02-26,1,3,0,0,0,1,0,33.3,2956119,0.1,corona_board_kr,,
1703,인천,2020-02-27,0,3,0,0,0,1,0,33.3,2956119,0.1,corona_board_kr,,
1704,인천,2020-02-28,1,4,0,0,0,1,0,25,2956119,0.1,corona_board_kr,,
1705,인천,2020-02-29,2,6,0,0,0,1,0,16.7,2956119,0.2,corona_board_kr,,
1706,인천,2020-03-01,0,6,0,0,0,1,0,16.7,2956119,0.2,corona_board_kr,,
1707,인천,2020-03-02,1,7,0,0,0,1,0,14.3,2956119,0.2,corona_board_kr,,
1708,인천,2020-03-03,0,7,0,0,0,1,0,14.3,2956119,0.2,corona_board_kr,,
1709,인천,2020-03-04,2,9,0,0,0,1,0,11.1,2956119,0.3,corona_board_kr,,
1710,인천,2020-03-05,0,9,0,0,1,2,0,22.2,2956119,0.3,corona_board_kr,,
1711,인천,2020-03-06,0,9,0,0,0,2,0,22.2,2956119,0.3,corona_board_kr,,
1712,인천,2020-03-07,0,9,0,0,0,2,0,22.2,2956119,0.3,corona_board_kr,,
1713,인천,2020-03-08,0,9,0,0,0,2,0,22.2,2956119,0.3,corona_board_kr,,
1714,인천,2020-03-09,0,9,0,0,0,2,0,22.2,2956119,0.3,corona_board_kr,,
1715,인천,2020-03-10,4,13,0,0,1,3,0,23.1,2956119,0.4,corona_board_kr,,
1716,인천,2020-03-11,12,25,0,0,0,3,0,12,2956119,0.8,corona_board_kr,,
1717,인천,2020-03-12,0,25,0,0,1,4,0,16,2956119,0.8,corona_board_kr,,
1718,인천,2020-03-13,2,27,0,0,0,4,0,14.8,2956119,0.9,corona_board_kr,,
1719,인천,2020-03-14,1,28,0,0,0,4,0,14.3,2956119,0.9,corona_board_kr,,
1720,인천,2020-03-15,2,30,0,0,0,4,0,13.3,2956119,1,corona_board_kr,,
1721,인천,2020-03-16,0,30,0,0,0,4,0,13.3,2956119,1,corona_board_kr,,
1722,인천,2020-03-17,1,31,0,0,1,5,0,16.1,2956119,1,corona_board_kr,,
1723,인천,2020-03-18,1,32,0,0,0,5,0,15.6,2956119,1.1,corona_board_kr,,
1724,인천,2020-03-19,0,32,0,0,1,6,0,18.8,2956119,1.1,corona_board_kr,,
1725,인천,2020-03-20,4,36,0,0,1,7,0,19.4,2956119,1.2,corona_board_kr,,
1726,인천,2020-03-21,4,40,0,0,0,7,0,17.5,2956119,1.4,corona_board_kr,,
1727,인천,2020-03-22,0,40,0,0,1,8,0,20,2956119,1.4,corona_board_kr,,
1728,인천,2020-03-23,0,40,0,0,0,8,0,20,2956119,1.4,corona_board_kr,,
1729,인천,2020-03-24,1,41,0,0,0,8,0,19.5,2956119,1.4,corona_board_kr,,
1730,인천,2020-03-25,1,42,0,0,2,10,0,23.8,2956119,1.4,corona_board_kr,,
1731,인천,2020-03-26,1,43,0,0,1,11,0,25.6,2956119,1.5,corona_board_kr,,
1732,인천,2020-03-27,3,46,0,0,2,13,0,28.3,2956119,1.6,corona_board_kr,,
1733,인천,2020-03-28,5,51,0,0,1,14,0,27.5,2956119,1.7,corona_board_kr,,
1734,인천,2020-03-29,7,58,0,0,1,15,0,25.9,2956119,2,corona_board_kr,,
1735,인천,2020-03-30,0,58,0,0,0,15,0,25.9,2956119,2,corona_board_kr,,
1736,인천,2020-03-31,6,64,0,0,1,16,0,25,2956119,2.2,corona_board_kr,,
1737,인천,2020-04-01,5,69,0,0,3,19,0,27.5,2956119,2.3,corona_board_kr,,
1738,인천,2020-04-02,4,73,0,0,0,19,0,26,2956119,2.5,corona_board_kr,,
1739,인천,2020-04-03,1,74,0,0,2,21,0,28.4,2956119,2.5,corona_board_kr,,
1740,인천,2020-04-04,3,77,0,0,1,22,0,28.6,2956119,2.6,corona_board_kr,,
1741,인천,2020-04-05,2,79,0,0,3,25,0,31.6,2956119,2.7,corona_board_kr,,
1742,인천,2020-04-06,1,80,0,0,2,27,0,33.8,2956119,2.7,corona_board_kr,,
1743,인천,2020-04-07,0,80,0,0,0,27,0,33.8,2956119,2.7,corona_board_kr,,
1744,인천,2020-04-08,4,84,0,0,0,27,0,32.1,2956119,2.8,corona_board_kr,,
1745,인천,2020-04-09,0,84,0,0,4,31,0,36.9,2956119,2.8,corona_board_kr,,
1746,인천,2020-04-10,1,85,0,0,3,34,0,40,2956119,2.9,corona_board_kr,,
1747,인천,2020-04-11,0,85,0,0,1,35,0,41.2,2956119,2.9,corona_board_kr,,
1748,인천,2020-04-12,1,86,0,0,3,38,0,44.2,2956119,2.9,corona_board_kr,,
1749,인천,2020-04-13,1,87,0,0,1,39,0,44.8,2956119,2.9,corona_board_kr,,
1750,인천,2020-04-14,1,88,0,0,3,42,0,47.7,2956119,3,corona_board_kr,,
1751,인천,2020-04-15,0,88,0,0,6,48,0,54.5,2956119,3,corona_board_kr,,
1752,인천,2020-04-16,0,88,0,0,3,51,0,58,2956119,3,corona_board_kr,,
1753,인천,2020-04-17,1,89,0,0,0,51,0,57.3,2956119,3,corona_board_kr,,
1754,인천,2020-04-18,1,90,0,0,4,55,0,61.1,2956119,3,corona_board_kr,,
1755,인천,2020-04-19,1,91,0,0,0,55,0,60.4,2956119,3.1,corona_board_kr,,
1756,인천,2020-04-20,1,92,0,0,1,56,0,60.9,2956119,3.1,corona_board_kr,,
1757,인천,2020-04-21,0,92,0,0,0,56,0,60.9,2956119,3.1,corona_board_kr,,
1758,인천,2020-04-22,0,92,0,0,1,57,0,62,2956119,3.1,corona_board_kr,,
1759,인천,2020-04-23,0,92,0,0,-1,56,0,60.9,2956119,3.1,corona_board_kr,,
1760,인천,2020-04-24,0,92,0,0,-2,54,0,58.7,2956119,3.1,corona_board_kr,,
1761,인천,2020-04-25,0,92,0,0,1,55,0,59.8,2956119,3.1,corona_board_kr,,
1762,인천,2020-04-26,0,92,0,0,2,57,0,62,2956119,3.1,corona_board_kr,,
1763,인천,2020-04-27,0,92,0,0,1,58,0,63,2956119,3.1,corona_board_kr,,
1764,인천,2020-04-28,1,93,0,0,5,63,0,67.7,2956119,3.1,corona_board_kr,,
1765,인천,2020-04-29,0,93,0,0,3,66,0,71,2956119,3.1,corona_board_kr,,
1766,인천,2020-04-30,0,93,0,0,2,68,0,73.1,2956119,3.1,corona_board_kr,,
1767,인천,2020-05-01,1,94,0,0,1,69,0,73.4,2956119,3.2,corona_board_kr,,
1768,인천,2020-05-02,1,95,0,0,1,70,0,73.7,2956119,3.2,corona_board_kr,,
1769,인천,2020-05-03,0,95,0,0,2,72,0,75.8,2956119,3.2,corona_board_kr,,
1770,인천,2020-05-04,1,96,0,0,0,72,0,75,2956119,3.2,corona_board_kr,,
1771,인천,2020-05-05,1,97,0,0,-1,71,0,73.2,2956119,3.3,corona_board_kr,,
1772,인천,2020-05-06,0,97,0,0,1,72,0,74.2,2956119,3.3,corona_board_kr,,
1773,인천,2020-05-07,0,97,0,0,0,72,0,74.2,2956119,3.3,corona_board_kr,,
1774,인천,2020-05-08,0,97,0,0,3,75,0,77.3,2956119,3.3,corona_board_kr,,
1775,인천,2020-05-09,1,98,0,0,3,78,0,79.6,2956119,3.3,corona_board_kr,,
1776,인천,2020-05-10,3,101,0,0,2,80,0,79.2,2956119,3.4,corona_board_kr,,
1777,인천,2020-05-11,3,104,0,0,2,82,0,78.8,2956119,3.5,corona_board_kr,,
1778,인천,2020-05-12,1,105,0,0,0,82,0,78.1,2956119,3.6,corona_board_kr,,
1779,인천,2020-05-13,2,107,0,0,4,86,0,80.4,2956119,3.6,corona_board_kr,,
1780,인천,2020-05-14,12,119,0,0,-1,85,0,71.4,2956119,4,corona_board_kr,,
1781,인천,2020-05-15,5,124,0,0,0,85,0,68.5,2956119,4.2,corona_board_kr,,
1782,인천,2020-05-16,0,124,0,0,0,85,0,68.5,2956119,4.2,corona_board_kr,,
1783,인천,2020-05-17,0,124,0,0,0,85,0,68.5,2956119,4.2,corona_board_kr,,
1784,인천,2020-05-18,0,124,0,0,1,86,0,69.4,2956119,4.2,corona_board_kr,,
1785,인천,2020-05-19,2,126,0,0,1,87,0,69,2956119,4.3,corona_board_kr,,
1786,인천,2020-05-20,8,134,0,0,1,88,0,65.7,2956119,4.5,corona_board_kr,,
1787,인천,2020-05-21,6,140,0,0,1,89,0,63.6,2956119,4.7,corona_board_kr,,
1788,인천,2020-05-22,1,141,0,0,1,90,0,63.8,2956119,4.8,corona_board_kr,,
1789,인천,2020-05-23,0,141,0,0,1,91,0,64.5,2956119,4.8,corona_board_kr,,
1790,인천,2020-05-24,2,143,0,0,1,92,0,64.3,2956119,4.8,corona_board_kr,,
1791,인천,2020-05-25,1,144,0,0,0,92,0,63.9,2956119,4.9,corona_board_kr,,
1792,인천,2020-05-26,3,147,0,0,1,93,0,63.3,2956119,5,corona_board_kr,,
1793,인천,2020-05-27,11,158,0,0,0,93,0,58.9,2956119,5.3,corona_board_kr,,
1794,인천,2020-05-28,22,180,0,0,0,93,0,51.7,2956119,6.1,corona_board_kr,,
1795,인천,2020-05-29,18,198,0,0,0,93,0,47,2956119,6.7,corona_board_kr,,
1796,인천,2020-05-30,5,203,0,0,1,94,0,46.3,2956119,6.9,corona_board_kr,,
1797,인천,2020-05-31,3,206,0,0,0,94,0,45.6,2956119,7,corona_board_kr,,
1798,인천,2020-06-01,18,224,0,0,4,98,0,43.8,2956119,7.6,corona_board_kr,,
1799,인천,2020-06-02,8,232,0,0,0,98,0,42.2,2956119,7.8,corona_board_kr,,
1800,인천,2020-06-03,17,249,0,0,0,98,0,39.4,2956119,8.4,corona_board_kr,,
1801,인천,2020-06-04,7,256,0,0,7,105,0,41,2956119,8.7,corona_board_kr,,
1802,인천,2020-06-05,6,262,0,0,2,107,0,40.8,2956119,8.9,corona_board_kr,,
1803,인천,2020-06-06,11,273,0,0,3,110,0,40.3,2956119,9.2,corona_board_kr,,
1804,인천,2020-06-07,6,279,0,0,8,118,0,42.3,2956119,9.4,corona_board_kr,,
1805,인천,2020-06-08,4,283,0,0,0,118,0,41.7,2956119,9.6,corona_board_kr,,
1806,인천,2020-06-09,3,286,0,0,3,121,0,42.3,2956119,9.7,corona_board_kr,,
1807,인천,2020-06-10,8,294,0,0,6,127,0,43.2,2956119,9.9,corona_board_kr,,
1808,인천,2020-06-11,6,300,0,0,9,136,0,45.3,2956119,10.1,corona_board_kr,,
1809,인천,2020-06-12,1,301,0,0,4,140,0,46.5,2956119,10.2,corona_board_kr,,
1810,인천,2020-06-13,1,302,0,0,1,141,0,46.7,2956119,10.2,corona_board_kr,,
1811,인천,2020-06-14,8,310,0,0,6,147,0,47.4,2956119,10.5,corona_board_kr,,
1812,인천,2020-06-15,8,318,0,0,2,149,0,46.9,2956119,10.8,corona_board_kr,,
1813,인천,2020-06-16,2,320,1,1,3,152,0.3,47.5,2956119,10.8,corona_board_kr,,
1814,인천,2020-06-17,2,322,0,1,0,152,0.3,47.2,2956119,10.9,corona_board_kr,,
1815,인천,2020-06-18,1,323,0,1,6,158,0.3,48.9,2956119,10.9,corona_board_kr,,
1816,인천,2020-06-19,0,323,0,1,3,161,0.3,49.8,2956119,10.9,corona_board_kr,,
1817,인천,2020-06-20,5,328,0,1,4,165,0.3,50.3,2956119,11.1,corona_board_kr,,
1818,인천,2020-06-21,0,328,0,1,2,167,0.3,50.9,2956119,11.1,corona_board_kr,,
1819,인천,2020-06-22,1,329,0,1,2,169,0.3,51.4,2956119,11.1,corona_board_kr,,
1820,인천,2020-06-23,1,330,0,1,1,170,0.3,51.5,2956119,11.2,corona_board_kr,,
1821,인천,2020-06-24,3,333,0,1,4,174,0.3,52.3,2956119,11.3,corona_board_kr,,
1822,인천,2020-06-25,1,334,0,1,8,182,0.3,54.5,2956119,11.3,corona_board_kr,,
1823,인천,2020-06-26,2,336,0,1,49,231,0.3,68.8,2956119,11.4,corona_board_kr,,
1824,인천,2020-06-27,1,337,1,2,19,250,0.6,74.2,2956119,11.4,corona_board_kr,,
1825,인천,2020-06-29,1,338,0,1,20,284,0.3,84,2956119,11.4,corona_board_kr,,
1826,인천,2020-06-30,3,341,0,1,6,290,0.3,85,2956119,11.5,corona_board_kr,,
1827,인천,2020-07-01,2,343,0,1,4,294,0.3,85.7,2956119,11.6,corona_board_kr,,
1828,인천,2020-07-02,0,343,0,1,8,302,0.3,88,2956119,11.6,corona_board_kr,,
1829,인천,2020-07-03,1,344,0,1,9,311,0.3,90.4,2956119,11.6,corona_board_kr,,
1830,인천,2020-07-04,2,346,0,1,6,317,0.3,91.6,2956119,11.7,corona_board_kr,,
1831,인천,2020-07-05,0,346,0,1,2,319,0.3,92.2,2956119,11.7,corona_board_kr,,
1832,인천,2020-07-06,6,352,0,1,0,319,0.3,90.6,2956119,11.9,corona_board_kr,,
1833,인천,2020-07-07,2,354,0,1,0,319,0.3,90.1,2956119,12,corona_board_kr,,
1834,인천,2020-07-08,1,355,0,1,3,322,0.3,90.7,2956119,12,corona_board_kr,,
1835,인천,2020-07-09,3,358,0,1,1,323,0.3,90.2,2956119,12.1,corona_board_kr,,
1836,인천,2020-07-10,1,359,1,2,0,323,0.6,90,2956119,12.1,corona_board_kr,,
1837,인천,2020-07-11,1,360,0,2,6,329,0.6,91.4,2956119,12.2,corona_board_kr,,
1838,인천,2020-07-12,0,360,0,2,1,330,0.6,91.7,2956119,12.2,corona_board_kr,,
1839,인천,2020-07-13,3,363,0,2,2,332,0.6,91.5,2956119,12.3,corona_board_kr,,
1840,인천,2020-07-14,0,363,0,2,3,335,0.6,92.3,2956119,12.3,corona_board_kr,,
1841,인천,2020-07-15,1,364,0,2,1,336,0.5,92.3,2956119,12.3,corona_board_kr,,
1842,인천,2020-07-16,3,367,0,2,0,336,0.5,91.6,2956119,12.4,corona_board_kr,,
1843,인천,2020-07-17,0,367,0,2,5,341,0.5,92.9,2956119,12.4,corona_board_kr,,
1844,인천,2020-07-18,2,369,0,2,1,342,0.5,92.7,2956119,12.5,corona_board_kr,,
1845,인천,2020-07-19,1,370,0,2,3,345,0.5,93.2,2956119,12.5,corona_board_kr,,
1846,인천,2020-07-20,0,370,0,2,0,345,0.5,93.2,2956119,12.5,corona_board_kr,,
1847,전남,2020-02-18,0,1,0,0,0,1,0,100,1864712,0.1,corona_board_kr,,
1848,전남,2020-02-19,0,1,0,0,0,1,0,100,1864712,0.1,corona_board_kr,,
1849,전남,2020-02-20,0,1,0,0,0,1,0,100,1864712,0.1,corona_board_kr,,
1850,전남,2020-02-21,0,1,0,0,0,1,0,100,1864712,0.1,corona_board_kr,,
1851,전남,2020-02-22,0,1,0,0,0,1,0,100,1864712,0.1,corona_board_kr,,
1852,전남,2020-02-23,0,1,0,0,0,1,0,100,1864712,0.1,corona_board_kr,,
1853,전남,2020-02-24,0,1,0,0,0,1,0,100,1864712,0.1,corona_board_kr,,
1854,전남,2020-02-25,0,1,0,0,0,1,0,100,1864712,0.1,corona_board_kr,,
1855,전남,2020-02-26,0,1,0,0,0,1,0,100,1864712,0.1,corona_board_kr,,
1856,전남,2020-02-27,0,1,0,0,0,1,0,100,1864712,0.1,corona_board_kr,,
1857,전남,2020-02-28,0,1,0,0,0,1,0,100,1864712,0.1,corona_board_kr,,
1858,전남,2020-02-29,2,3,0,0,0,1,0,33.3,1864712,0.2,corona_board_kr,,
1859,전남,2020-03-01,0,3,0,0,0,1,0,33.3,1864712,0.2,corona_board_kr,,
1860,전남,2020-03-02,2,5,0,0,0,1,0,20,1864712,0.3,corona_board_kr,,
1861,전남,2020-03-03,0,5,0,0,0,1,0,20,1864712,0.3,corona_board_kr,,
1862,전남,2020-03-04,0,5,0,0,-1,0,0,0,1864712,0.3,corona_board_kr,,
1863,전남,2020-03-05,-1,4,0,0,0,0,0,0,1864712,0.2,corona_board_kr,,
1864,전남,2020-03-06,0,4,0,0,0,0,0,0,1864712,0.2,corona_board_kr,,
1865,전남,2020-03-07,0,4,0,0,0,0,0,0,1864712,0.2,corona_board_kr,,
1866,전남,2020-03-08,0,4,0,0,0,0,0,0,1864712,0.2,corona_board_kr,,
1867,전남,2020-03-09,0,4,0,0,1,1,0,25,1864712,0.2,corona_board_kr,,
1868,전남,2020-03-10,0,4,0,0,0,1,0,25,1864712,0.2,corona_board_kr,,
1869,전남,2020-03-11,0,4,0,0,0,1,0,25,1864712,0.2,corona_board_kr,,
1870,전남,2020-03-12,0,4,0,0,0,1,0,25,1864712,0.2,corona_board_kr,,
1871,전남,2020-03-13,0,4,0,0,0,1,0,25,1864712,0.2,corona_board_kr,,
1872,전남,2020-03-14,0,4,0,0,1,2,0,50,1864712,0.2,corona_board_kr,,
1873,전남,2020-03-15,0,4,0,0,0,2,0,50,1864712,0.2,corona_board_kr,,
1874,전남,2020-03-16,0,4,0,0,0,2,0,50,1864712,0.2,corona_board_kr,,
1875,전남,2020-03-17,0,4,0,0,0,2,0,50,1864712,0.2,corona_board_kr,,
1876,전남,2020-03-18,1,5,0,0,0,2,0,40,1864712,0.3,corona_board_kr,,
1877,전남,2020-03-19,0,5,0,0,1,3,0,60,1864712,0.3,corona_board_kr,,
1878,전남,2020-03-20,0,5,0,0,0,3,0,60,1864712,0.3,corona_board_kr,,
1879,전남,2020-03-21,0,5,0,0,0,3,0,60,1864712,0.3,corona_board_kr,,
1880,전남,2020-03-22,1,6,0,0,0,3,0,50,1864712,0.3,corona_board_kr,,
1881,전남,2020-03-23,0,6,0,0,0,3,0,50,1864712,0.3,corona_board_kr,,
1882,전남,2020-03-24,0,6,0,0,0,3,0,50,1864712,0.3,corona_board_kr,,
1883,전남,2020-03-25,2,8,0,0,0,3,0,37.5,1864712,0.4,corona_board_kr,,
1884,전남,2020-03-26,0,8,0,0,0,3,0,37.5,1864712,0.4,corona_board_kr,,
1885,전남,2020-03-27,0,8,0,0,0,3,0,37.5,1864712,0.4,corona_board_kr,,
1886,전남,2020-03-28,0,8,0,0,0,3,0,37.5,1864712,0.4,corona_board_kr,,
1887,전남,2020-03-29,1,9,0,0,0,3,0,33.3,1864712,0.5,corona_board_kr,,
1888,전남,2020-03-30,0,9,0,0,0,3,0,33.3,1864712,0.5,corona_board_kr,,
1889,전남,2020-03-31,0,9,0,0,0,3,0,33.3,1864712,0.5,corona_board_kr,,
1890,전남,2020-04-01,3,12,0,0,0,3,0,25,1864712,0.6,corona_board_kr,,
1891,전남,2020-04-02,2,14,0,0,0,3,0,21.4,1864712,0.8,corona_board_kr,,
1892,전남,2020-04-03,1,15,0,0,0,3,0,20,1864712,0.8,corona_board_kr,,
1893,전남,2020-04-04,0,15,0,0,1,4,0,26.7,1864712,0.8,corona_board_kr,,
1894,전남,2020-04-05,0,15,0,0,0,4,0,26.7,1864712,0.8,corona_board_kr,,
1895,전남,2020-04-06,0,15,0,0,0,4,0,26.7,1864712,0.8,corona_board_kr,,
1896,전남,2020-04-07,0,15,0,0,0,4,0,26.7,1864712,0.8,corona_board_kr,,
1897,전남,2020-04-08,0,15,0,0,0,4,0,26.7,1864712,0.8,corona_board_kr,,
1898,전남,2020-04-09,0,15,0,0,0,4,0,26.7,1864712,0.8,corona_board_kr,,
1899,전남,2020-04-10,0,15,0,0,0,4,0,26.7,1864712,0.8,corona_board_kr,,
1900,전남,2020-04-11,0,15,0,0,1,5,0,33.3,1864712,0.8,corona_board_kr,,
1901,전남,2020-04-12,0,15,0,0,0,5,0,33.3,1864712,0.8,corona_board_kr,,
1902,전남,2020-04-13,0,15,0,0,1,6,0,40,1864712,0.8,corona_board_kr,,
1903,전남,2020-04-14,0,15,0,0,0,6,0,40,1864712,0.8,corona_board_kr,,
1904,전남,2020-04-15,0,15,0,0,1,7,0,46.7,1864712,0.8,corona_board_kr,,
1905,전남,2020-04-16,0,15,0,0,0,7,0,46.7,1864712,0.8,corona_board_kr,,
1906,전남,2020-04-17,0,15,0,0,0,7,0,46.7,1864712,0.8,corona_board_kr,,
1907,전남,2020-04-18,0,15,0,0,0,7,0,46.7,1864712,0.8,corona_board_kr,,
1908,전남,2020-04-19,0,15,0,0,1,8,0,53.3,1864712,0.8,corona_board_kr,,
1909,전남,2020-04-20,0,15,0,0,0,8,0,53.3,1864712,0.8,corona_board_kr,,
1910,전남,2020-04-21,0,15,0,0,0,8,0,53.3,1864712,0.8,corona_board_kr,,
1911,전남,2020-04-22,0,15,0,0,0,8,0,53.3,1864712,0.8,corona_board_kr,,
1912,전남,2020-04-23,0,15,0,0,0,8,0,53.3,1864712,0.8,corona_board_kr,,
1913,전남,2020-04-24,0,15,0,0,0,8,0,53.3,1864712,0.8,corona_board_kr,,
1914,전남,2020-04-25,0,15,0,0,0,8,0,53.3,1864712,0.8,corona_board_kr,,
1915,전남,2020-04-26,0,15,0,0,1,9,0,60,1864712,0.8,corona_board_kr,,
1916,전남,2020-04-27,0,15,0,0,0,9,0,60,1864712,0.8,corona_board_kr,,
1917,전남,2020-04-28,0,15,0,0,1,10,0,66.7,1864712,0.8,corona_board_kr,,
1918,전남,2020-04-29,0,15,0,0,0,10,0,66.7,1864712,0.8,corona_board_kr,,
1919,전남,2020-04-30,0,15,0,0,1,11,0,73.3,1864712,0.8,corona_board_kr,,
1920,전남,2020-05-01,0,15,0,0,1,12,0,80,1864712,0.8,corona_board_kr,,
1921,전남,2020-05-02,0,15,0,0,0,12,0,80,1864712,0.8,corona_board_kr,,
1922,전남,2020-05-03,0,15,0,0,0,12,0,80,1864712,0.8,corona_board_kr,,
1923,전남,2020-05-04,1,16,0,0,0,12,0,75,1864712,0.9,corona_board_kr,,
1924,전남,2020-05-05,0,16,0,0,0,12,0,75,1864712,0.9,corona_board_kr,,
1925,전남,2020-05-06,0,16,0,0,0,12,0,75,1864712,0.9,corona_board_kr,,
1926,전남,2020-05-07,0,16,0,0,0,12,0,75,1864712,0.9,corona_board_kr,,
1927,전남,2020-05-08,0,16,0,0,0,12,0,75,1864712,0.9,corona_board_kr,,
1928,전남,2020-05-09,0,16,0,0,0,12,0,75,1864712,0.9,corona_board_kr,,
1929,전남,2020-05-10,0,16,0,0,0,12,0,75,1864712,0.9,corona_board_kr,,
1930,전남,2020-05-11,0,16,0,0,0,12,0,75,1864712,0.9,corona_board_kr,,
1931,전남,2020-05-12,0,16,0,0,0,12,0,75,1864712,0.9,corona_board_kr,,
1932,전남,2020-05-13,0,16,0,0,0,12,0,75,1864712,0.9,corona_board_kr,,
1933,전남,2020-05-14,1,17,0,0,1,13,0,76.5,1864712,0.9,corona_board_kr,,
1934,전남,2020-05-15,1,18,0,0,0,13,0,72.2,1864712,1,corona_board_kr,,
1935,전남,2020-05-16,0,18,0,0,0,13,0,72.2,1864712,1,corona_board_kr,,
1936,전남,2020-05-17,0,18,0,0,0,13,0,72.2,1864712,1,corona_board_kr,,
1937,전남,2020-05-18,0,18,0,0,1,14,0,77.8,1864712,1,corona_board_kr,,
1938,전남,2020-05-19,0,18,0,0,-1,13,0,72.2,1864712,1,corona_board_kr,,
1939,전남,2020-05-20,0,18,0,0,1,14,0,77.8,1864712,1,corona_board_kr,,
1940,전남,2020-05-21,0,18,0,0,2,16,0,88.9,1864712,1,corona_board_kr,,
1941,전남,2020-05-22,0,18,0,0,0,16,0,88.9,1864712,1,corona_board_kr,,
1942,전남,2020-05-23,0,18,0,0,0,16,0,88.9,1864712,1,corona_board_kr,,
1943,전남,2020-05-24,0,18,0,0,1,17,0,94.4,1864712,1,corona_board_kr,,
1944,전남,2020-05-25,0,18,0,0,0,17,0,94.4,1864712,1,corona_board_kr,,
1945,전남,2020-05-26,0,18,0,0,0,17,0,94.4,1864712,1,corona_board_kr,,
1946,전남,2020-05-27,0,18,0,0,0,17,0,94.4,1864712,1,corona_board_kr,,
1947,전남,2020-05-28,0,18,0,0,0,17,0,94.4,1864712,1,corona_board_kr,,
1948,전남,2020-05-29,0,18,0,0,0,17,0,94.4,1864712,1,corona_board_kr,,
1949,전남,2020-05-30,1,19,0,0,0,17,0,89.5,1864712,1,corona_board_kr,,
1950,전남,2020-05-31,0,19,0,0,0,17,0,89.5,1864712,1,corona_board_kr,,
1951,전남,2020-06-01,1,20,0,0,0,17,0,85,1864712,1.1,corona_board_kr,,
1952,전남,2020-06-02,0,20,0,0,0,17,0,85,1864712,1.1,corona_board_kr,,
1953,전남,2020-06-03,0,20,0,0,0,17,0,85,1864712,1.1,corona_board_kr,,
1954,전남,2020-06-04,0,20,0,0,0,17,0,85,1864712,1.1,corona_board_kr,,
1955,전남,2020-06-05,0,20,0,0,0,17,0,85,1864712,1.1,corona_board_kr,,
1956,전남,2020-06-06,0,20,0,0,0,17,0,85,1864712,1.1,corona_board_kr,,
1957,전남,2020-06-07,0,20,0,0,0,17,0,85,1864712,1.1,corona_board_kr,,
1958,전남,2020-06-08,0,20,0,0,0,17,0,85,1864712,1.1,corona_board_kr,,
1959,전남,2020-06-09,0,20,0,0,0,17,0,85,1864712,1.1,corona_board_kr,,
1960,전남,2020-06-10,0,20,0,0,1,18,0,90,1864712,1.1,corona_board_kr,,
1961,전남,2020-06-11,0,20,0,0,0,18,0,90,1864712,1.1,corona_board_kr,,
1962,전남,2020-06-12,0,20,0,0,0,18,0,90,1864712,1.1,corona_board_kr,,
1963,전남,2020-06-13,0,20,0,0,0,18,0,90,1864712,1.1,corona_board_kr,,
1964,전남,2020-06-14,0,20,0,0,0,18,0,90,1864712,1.1,corona_board_kr,,
1965,전남,2020-06-15,0,20,0,0,0,18,0,90,1864712,1.1,corona_board_kr,,
1966,전남,2020-06-16,0,20,0,0,0,18,0,90,1864712,1.1,corona_board_kr,,
1967,전남,2020-06-17,0,20,0,0,0,18,0,90,1864712,1.1,corona_board_kr,,
1968,전남,2020-06-18,0,20,0,0,0,18,0,90,1864712,1.1,corona_board_kr,,
1969,전남,2020-06-19,0,20,0,0,0,18,0,90,1864712,1.1,corona_board_kr,,
1970,전남,2020-06-20,0,20,0,0,0,18,0,90,1864712,1.1,corona_board_kr,,
1971,전남,2020-06-21,0,20,0,0,0,18,0,90,1864712,1.1,corona_board_kr,,
1972,전남,2020-06-22,0,20,0,0,0,18,0,90,1864712,1.1,corona_board_kr,,
1973,전남,2020-06-23,0,20,0,0,0,18,0,90,1864712,1.1,corona_board_kr,,
1974,전남,2020-06-24,0,20,0,0,0,18,0,90,1864712,1.1,corona_board_kr,,
1975,전남,2020-06-25,0,20,0,0,0,18,0,90,1864712,1.1,corona_board_kr,,
1976,전남,2020-06-26,0,20,0,0,0,18,0,90,1864712,1.1,corona_board_kr,,
1977,전남,2020-06-27,0,20,0,0,1,19,0,95,1864712,1.1,corona_board_kr,,
1978,전남,2020-06-28,3,23,0,0,0,19,0,82.6,1864712,1.2,corona_board_kr,,
1979,전남,2020-06-29,1,24,0,0,0,19,0,79.2,1864712,1.3,corona_board_kr,,
1980,전남,2020-06-30,0,24,0,0,0,19,0,79.2,1864712,1.3,corona_board_kr,,
1981,전남,2020-07-01,1,25,0,0,0,19,0,76,1864712,1.3,corona_board_kr,,
1982,전남,2020-07-02,0,25,0,0,0,19,0,76,1864712,1.3,corona_board_kr,,
1983,전남,2020-07-03,0,25,0,0,0,19,0,76,1864712,1.3,corona_board_kr,,
1984,전남,2020-07-04,0,25,0,0,0,19,0,76,1864712,1.3,corona_board_kr,,
