PK,지역,날짜,"일일
확진자","누적
확진자","일일
사망자","누적
사망자","일일
완치자","누적
완치자",사망률,완치율,인구수,발생률,데이터,,
1,강원,2020-02-17,0,0,0,0,0,0,0,0,1540540,0,corona_board_kr,,
2,강원,2020-02-18,0,0,0,0,0,0,0,0,1540540,0,corona_board_kr,,
3,강원,2020-02-19,0,0,0,0,0,0,0,0,1540540,0,corona_board_kr,,
4,강원,2020-02-20,1,1,0,0,0,0,0,0,1540540,0.1,corona_board_kr,,
5,강원,2020-02-21,0,1,0,0,0,0,0,0,1540540,0.1,corona_board_kr,,
6,강원,2020-02-22,5,6,0,0,0,0,0,0,1540540,0.4,corona_board_kr,,
7,강원,2020-02-23,0,6,0,0,0,0,0,0,1540540,0.4,corona_board_kr,,
8,강원,2020-02-24,0,6,0,0,0,0,0,0,1540540,0.4,corona_board_kr,,
9,강원,2020-02-25,0,6,0,0,0,0,0,0,1540540,0.4,corona_board_kr,,
10,강원,2020-02-26,0,6,0,0,0,0,0,0,1540540,0.4,corona_board_kr,,
11,강원,2020-02-27,0,6,0,0,0,0,0,0,1540540,0.4,corona_board_kr,,
12,강원,2020-02-28,1,7,0,0,0,0,0,0,1540540,0.5,corona_board_kr,,
13,강원,2020-02-29,0,7,0,0,0,0,0,0,1540540,0.5,corona_board_kr,,
14,강원,2020-03-01,8,15,0,0,0,0,0,0,1540540,1,corona_board_kr,,
15,강원,2020-03-02,4,19,0,0,0,0,0,0,1540540,1.2,corona_board_kr,,
16,강원,2020-03-03,1,20,0,0,0,0,0,0,1540540,1.3,corona_board_kr,,
17,강원,2020-03-04,1,21,0,0,0,0,0,0,1540540,1.4,corona_board_kr,,
18,강원,2020-03-05,2,23,0,0,3,3,0,13,1540540,1.5,corona_board_kr,,
19,강원,2020-03-06,2,25,0,0,0,3,0,12,1540540,1.6,corona_board_kr,,
20,강원,2020-03-07,1,26,1,1,0,3,3.8,11.5,1540540,1.7,corona_board_kr,,
21,강원,2020-03-08,1,27,0,1,0,3,3.7,11.1,1540540,1.8,corona_board_kr,,
22,강원,2020-03-09,1,28,0,1,0,3,3.6,10.7,1540540,1.8,corona_board_kr,,
23,강원,2020-03-10,0,28,0,1,3,6,3.6,21.4,1540540,1.8,corona_board_kr,,
24,강원,2020-03-11,1,29,0,1,0,6,3.4,20.7,1540540,1.9,corona_board_kr,,
25,강원,2020-03-12,0,29,0,1,0,6,3.4,20.7,1540540,1.9,corona_board_kr,,
26,강원,2020-03-13,0,29,0,1,0,6,3.4,20.7,1540540,1.9,corona_board_kr,,
27,강원,2020-03-14,0,29,0,1,0,6,3.4,20.7,1540540,1.9,corona_board_kr,,
28,강원,2020-03-15,0,29,0,1,1,7,3.4,24.1,1540540,1.9,corona_board_kr,,
29,강원,2020-03-16,0,29,0,1,0,7,3.4,24.1,1540540,1.9,corona_board_kr,,
30,강원,2020-03-17,0,29,0,1,1,8,3.4,27.6,1540540,1.9,corona_board_kr,,
31,강원,2020-03-18,1,30,0,1,0,8,3.3,26.7,1540540,1.9,corona_board_kr,,
32,강원,2020-03-19,0,30,0,1,1,9,3.3,30,1540540,1.9,corona_board_kr,,
33,강원,2020-03-20,0,30,0,1,1,10,3.3,33.3,1540540,1.9,corona_board_kr,,
34,강원,2020-03-21,0,30,0,1,2,12,3.3,40,1540540,1.9,corona_board_kr,,
35,강원,2020-03-22,0,30,0,1,1,13,3.3,43.3,1540540,1.9,corona_board_kr,,
36,강원,2020-03-23,0,30,0,1,1,14,3.3,46.7,1540540,1.9,corona_board_kr,,
37,강원,2020-03-24,0,30,0,1,0,14,3.3,46.7,1540540,1.9,corona_board_kr,,
38,강원,2020-03-25,1,31,0,1,1,15,3.2,48.4,1540540,2,corona_board_kr,,
39,강원,2020-03-26,0,31,0,1,3,18,3.2,58.1,1540540,2,corona_board_kr,,
40,강원,2020-03-27,0,31,0,1,2,20,3.2,64.5,1540540,2,corona_board_kr,,
41,강원,2020-03-28,1,32,0,1,0,20,3.1,62.5,1540540,2.1,corona_board_kr,,
42,강원,2020-03-29,2,34,0,1,1,21,2.9,61.8,1540540,2.2,corona_board_kr,,
43,강원,2020-03-30,2,36,0,1,0,21,2.8,58.3,1540540,2.3,corona_board_kr,,
44,강원,2020-03-31,0,36,0,1,2,23,2.8,63.9,1540540,2.3,corona_board_kr,,
45,강원,2020-04-01,2,38,0,1,0,23,2.6,60.5,1540540,2.5,corona_board_kr,,
46,강원,2020-04-02,1,39,0,1,0,23,2.6,59,1540540,2.5,corona_board_kr,,
47,강원,2020-04-03,2,41,0,1,0,23,2.4,56.1,1540540,2.7,corona_board_kr,,
48,강원,2020-04-04,1,42,0,1,0,23,2.4,54.8,1540540,2.7,corona_board_kr,,
49,강원,2020-04-05,3,45,0,1,1,24,2.2,53.3,1540540,2.9,corona_board_kr,,
50,강원,2020-04-06,0,45,0,1,-1,23,2.2,51.1,1540540,2.9,corona_board_kr,,
51,강원,2020-04-07,2,47,0,1,1,24,2.1,51.1,1540540,3.1,corona_board_kr,,
52,강원,2020-04-08,2,49,0,1,0,24,2,49,1540540,3.2,corona_board_kr,,
53,강원,2020-04-09,0,49,0,1,0,24,2,49,1540540,3.2,corona_board_kr,,
54,강원,2020-04-10,0,49,0,1,2,26,2,53.1,1540540,3.2,corona_board_kr,,
55,강원,2020-04-11,0,49,0,1,0,26,2,53.1,1540540,3.2,corona_board_kr,,
56,강원,2020-04-12,0,49,0,1,1,27,2,55.1,1540540,3.2,corona_board_kr,,
57,강원,2020-04-13,0,49,0,1,1,28,2,57.1,1540540,3.2,corona_board_kr,,
58,강원,2020-04-14,0,49,0,1,1,29,2,59.2,1540540,3.2,corona_board_kr,,
59,강원,2020-04-15,2,51,0,1,-2,27,2,52.9,1540540,3.3,corona_board_kr,,
60,강원,2020-04-16,1,52,0,1,0,27,1.9,51.9,1540540,3.4,corona_board_kr,,
61,강원,2020-04-17,0,52,0,1,1,28,1.9,53.8,1540540,3.4,corona_board_kr,,
62,강원,2020-04-18,1,53,0,1,0,28,1.9,52.8,1540540,3.4,corona_board_kr,,
63,강원,2020-04-19,0,53,1,2,0,28,3.8,52.8,1540540,3.4,corona_board_kr,,
64,강원,2020-04-20,0,53,0,2,0,28,3.8,52.8,1540540,3.4,corona_board_kr,,
65,강원,2020-04-21,0,53,0,2,2,30,3.8,56.6,1540540,3.4,corona_board_kr,,
66,강원,2020-04-22,0,53,0,2,1,31,3.8,58.5,1540540,3.4,corona_board_kr,,
67,강원,2020-04-23,0,53,0,2,0,31,3.8,58.5,1540540,3.4,corona_board_kr,,
68,강원,2020-04-24,0,53,0,2,0,31,3.8,58.5,1540540,3.4,corona_board_kr,,
69,강원,2020-04-25,0,53,0,2,1,32,3.8,60.4,1540540,3.4,corona_board_kr,,
70,강원,2020-04-26,0,53,0,2,2,34,3.8,64.2,1540540,3.4,corona_board_kr,,
71,강원,2020-04-27,0,53,0,2,1,35,3.8,66,1540540,3.4,corona_board_kr,,
72,강원,2020-04-28,0,53,0,2,2,37,3.8,69.8,1540540,3.4,corona_board_kr,,
73,강원,2020-04-29,0,53,0,2,0,37,3.8,69.8,1540540,3.4,corona_board_kr,,
74,강원,2020-04-30,0,53,0,2,3,40,3.8,75.5,1540540,3.4,corona_board_kr,,
75,강원,2020-05-01,0,53,0,2,0,40,3.8,75.5,1540540,3.4,corona_board_kr,,
76,강원,2020-05-02,0,53,0,2,2,42,3.8,79.2,1540540,3.4,corona_board_kr,,
77,강원,2020-05-03,0,53,0,2,1,43,3.8,81.1,1540540,3.4,corona_board_kr,,
78,강원,2020-05-04,0,53,0,2,-1,42,3.8,79.2,1540540,3.4,corona_board_kr,,
79,강원,2020-05-05,0,53,0,2,0,42,3.8,79.2,1540540,3.4,corona_board_kr,,
80,강원,2020-05-06,0,53,0,2,0,42,3.8,79.2,1540540,3.4,corona_board_kr,,
81,강원,2020-05-07,0,53,0,2,0,42,3.8,79.2,1540540,3.4,corona_board_kr,,
82,강원,2020-05-08,0,53,0,2,-1,41,3.8,77.4,1540540,3.4,corona_board_kr,,
83,강원,2020-05-09,0,53,0,2,0,41,3.8,77.4,1540540,3.4,corona_board_kr,,
84,강원,2020-05-10,0,53,0,2,0,41,3.8,77.4,1540540,3.4,corona_board_kr,,
85,강원,2020-05-11,1,54,0,2,0,41,3.7,75.9,1540540,3.5,corona_board_kr,,
86,강원,2020-05-12,0,54,0,2,0,41,3.7,75.9,1540540,3.5,corona_board_kr,,
87,강원,2020-05-13,0,54,0,2,1,42,3.7,77.8,1540540,3.5,corona_board_kr,,
88,강원,2020-05-14,1,55,0,2,1,43,3.6,78.2,1540540,3.6,corona_board_kr,,
89,강원,2020-05-15,0,55,0,2,1,44,3.6,80,1540540,3.6,corona_board_kr,,
90,강원,2020-05-16,0,55,0,2,1,45,3.6,81.8,1540540,3.6,corona_board_kr,,
91,강원,2020-05-17,0,55,0,2,0,45,3.6,81.8,1540540,3.6,corona_board_kr,,
92,강원,2020-05-18,0,55,0,2,1,46,3.6,83.6,1540540,3.6,corona_board_kr,,
93,강원,2020-05-19,0,55,0,2,0,46,3.6,83.6,1540540,3.6,corona_board_kr,,
94,강원,2020-05-20,0,55,0,2,1,47,3.6,85.5,1540540,3.6,corona_board_kr,,
95,강원,2020-05-21,0,55,0,2,0,47,3.6,85.5,1540540,3.6,corona_board_kr,,
96,강원,2020-05-22,0,55,0,2,0,47,3.6,85.5,1540540,3.6,corona_board_kr,,
97,강원,2020-05-23,0,55,0,2,0,47,3.6,85.5,1540540,3.6,corona_board_kr,,
98,강원,2020-05-24,1,56,0,2,0,47,3.6,83.9,1540540,3.6,corona_board_kr,,
99,강원,2020-05-25,0,56,0,2,1,48,3.6,85.7,1540540,3.6,corona_board_kr,,
100,강원,2020-05-26,0,56,1,3,0,48,5.4,85.7,1540540,3.6,corona_board_kr,,
101,강원,2020-05-27,0,56,0,3,0,48,5.4,85.7,1540540,3.6,corona_board_kr,,
102,강원,2020-05-28,0,56,0,3,1,49,5.4,87.5,1540540,3.6,corona_board_kr,,
103,강원,2020-05-29,0,56,0,3,1,50,5.4,89.3,1540540,3.6,corona_board_kr,,
104,강원,2020-05-30,1,57,0,3,0,50,5.3,87.7,1540540,3.7,corona_board_kr,,
105,강원,2020-05-31,0,57,0,3,0,50,5.3,87.7,1540540,3.7,corona_board_kr,,
106,강원,2020-06-01,0,57,0,3,0,50,5.3,87.7,1540540,3.7,corona_board_kr,,
107,강원,2020-06-02,0,57,0,3,1,51,5.3,89.5,1540540,3.7,corona_board_kr,,
108,강원,2020-06-03,0,57,0,3,0,51,5.3,89.5,1540540,3.7,corona_board_kr,,
109,강원,2020-06-04,0,57,0,3,0,51,5.3,89.5,1540540,3.7,corona_board_kr,,
110,강원,2020-06-05,0,57,0,3,0,51,5.3,89.5,1540540,3.7,corona_board_kr,,
111,강원,2020-06-06,1,58,0,3,0,51,5.2,87.9,1540540,3.8,corona_board_kr,,
112,강원,2020-06-07,0,58,0,3,0,51,5.2,87.9,1540540,3.8,corona_board_kr,,
113,강원,2020-06-08,0,58,0,3,0,51,5.2,87.9,1540540,3.8,corona_board_kr,,
114,강원,2020-06-09,0,58,0,3,0,51,5.2,87.9,1540540,3.8,corona_board_kr,,
115,강원,2020-06-10,1,59,0,3,0,51,5.1,86.4,1540540,3.8,corona_board_kr,,
116,강원,2020-06-11,0,59,0,3,0,51,5.1,86.4,1540540,3.8,corona_board_kr,,
117,강원,2020-06-12,0,59,0,3,1,52,5.1,88.1,1540540,3.8,corona_board_kr,,
118,강원,2020-06-13,0,59,0,3,0,52,5.1,88.1,1540540,3.8,corona_board_kr,,
119,강원,2020-06-14,1,60,0,3,0,52,5,86.7,1540540,3.9,corona_board_kr,,
120,강원,2020-06-15,0,60,0,3,0,52,5,86.7,1540540,3.9,corona_board_kr,,
121,강원,2020-06-16,0,60,0,3,0,52,5,86.7,1540540,3.9,corona_board_kr,,
122,강원,2020-06-17,0,60,0,3,0,52,5,86.7,1540540,3.9,corona_board_kr,,
123,강원,2020-06-18,0,60,0,3,0,52,5,86.7,1540540,3.9,corona_board_kr,,
124,강원,2020-06-19,0,60,0,3,0,52,5,86.7,1540540,3.9,corona_board_kr,,
125,강원,2020-06-20,0,60,0,3,0,52,5,86.7,1540540,3.9,corona_board_kr,,
126,강원,2020-06-21,2,62,0,3,0,52,4.8,83.9,1540540,4,corona_board_kr,,
127,강원,2020-06-22,0,62,0,3,0,52,4.8,83.9,1540540,4,corona_board_kr,,
128,강원,2020-06-23,0,62,0,3,0,52,4.8,83.9,1540540,4,corona_board_kr,,
129,강원,2020-06-24,1,63,0,3,0,52,4.8,82.5,1540540,4.1,corona_board_kr,,
130,강원,2020-06-25,0,63,0,3,0,52,4.8,82.5,1540540,4.1,corona_board_kr,,
131,강원,2020-06-26,1,64,0,3,0,52,4.7,81.3,1540540,4.2,corona_board_kr,,
132,강원,2020-06-27,0,64,0,3,0,52,4.7,81.3,1540540,4.2,corona_board_kr,,
133,강원,2020-06-28,0,64,0,3,1,53,4.7,82.8,1540540,4.2,corona_board_kr,,
134,강원,2020-06-29,0,64,0,3,1,54,4.7,84.4,1540540,4.2,corona_board_kr,,
135,강원,2020-06-30,1,65,0,3,0,54,4.6,83.1,1540540,4.2,corona_board_kr,,
136,강원,2020-07-01,0,65,0,3,1,55,4.6,84.6,1540540,4.2,corona_board_kr,,
137,강원,2020-07-02,0,65,0,3,0,55,4.6,84.6,1540540,4.2,corona_board_kr,,
138,강원,2020-07-03,0,65,0,3,0,55,4.6,84.6,1540540,4.2,corona_board_kr,,
139,강원,2020-07-04,0,65,0,3,0,55,4.6,84.6,1540540,4.2,corona_board_kr,,
140,강원,2020-07-05,1,66,0,3,0,55,4.5,83.3,1540540,4.3,corona_board_kr,,
141,강원,2020-07-06,1,67,0,3,0,55,4.5,82.1,1540540,4.3,corona_board_kr,,
142,강원,2020-07-07,0,67,0,3,0,55,4.5,82.1,1540540,4.3,corona_board_kr,,
143,강원,2020-07-08,0,67,0,3,0,55,4.5,82.1,1540540,4.3,corona_board_kr,,
144,강원,2020-07-09,0,67,0,3,1,56,4.5,83.6,1540540,4.3,corona_board_kr,,
145,강원,2020-07-10,0,67,0,3,0,56,4.5,83.6,1540540,4.3,corona_board_kr,,
146,강원,2020-07-11,0,67,0,3,0,56,4.5,83.6,1540540,4.3,corona_board_kr,,
147,강원,2020-07-12,0,67,0,3,1,57,4.5,85.1,1540540,4.3,corona_board_kr,,
148,강원,2020-07-13,2,69,0,3,0,57,4.3,82.6,1540540,4.5,corona_board_kr,,
149,강원,2020-07-14,0,69,0,3,0,57,4.3,82.6,1540540,4.5,corona_board_kr,,
150,강원,2020-07-15,0,69,0,3,1,58,4.3,84.1,1540540,4.5,corona_board_kr,,
151,강원,2020-07-16,3,72,0,3,0,58,4.2,80.6,1540540,4.7,corona_board_kr,,
152,강원,2020-07-17,0,72,0,3,0,58,4.2,80.6,1540540,4.7,corona_board_kr,,
153,강원,2020-07-18,0,72,0,3,0,58,4.2,80.6,1540540,4.7,corona_board_kr,,
154,강원,2020-07-19,0,72,0,3,0,58,4.2,80.6,1540540,4.7,corona_board_kr,,
155,강원,2020-07-20,0,72,0,3,0,58,4.2,80.6,1540540,4.7,corona_board_kr,,
156,경기,2020-02-18,0,11,0,0,2,6,0,54.5,13250368,0.1,corona_board_kr,,
157,경기,2020-02-19,1,12,0,0,0,6,0,50,13250368,0.1,corona_board_kr,,
158,경기,2020-02-20,0,12,0,0,0,6,0,50,13250368,0.1,corona_board_kr,,
159,경기,2020-02-21,2,14,0,0,0,6,0,42.9,13250368,0.1,corona_board_kr,,
160,경기,2020-02-22,6,20,0,0,1,7,0,35,13250368,0.2,corona_board_kr,,
161,경기,2020-02-23,4,24,0,0,0,7,0,29.2,13250368,0.2,corona_board_kr,,
162,경기,2020-02-24,11,35,0,0,2,9,0,25.7,13250368,0.3,corona_board_kr,,
163,경기,2020-02-25,7,42,0,0,0,9,0,21.4,13250368,0.3,corona_board_kr,,
164,경기,2020-02-26,9,51,1,1,0,9,2,17.6,13250368,0.4,corona_board_kr,,
165,경기,2020-02-27,11,62,0,1,0,9,1.6,14.5,13250368,0.5,corona_board_kr,,
166,경기,2020-02-28,10,72,0,1,0,9,1.4,12.5,13250368,0.5,corona_board_kr,,
167,경기,2020-02-29,10,82,0,1,0,9,1.2,11,13250368,0.6,corona_board_kr,,
168,경기,2020-03-01,7,89,0,1,-1,8,1.1,9,13250368,0.7,corona_board_kr,,
169,경기,2020-03-02,3,92,0,1,0,8,1.1,8.7,13250368,0.7,corona_board_kr,,
170,경기,2020-03-03,2,94,0,1,0,8,1.1,8.5,13250368,0.7,corona_board_kr,,
171,경기,2020-03-04,7,101,0,1,0,8,1,7.9,13250368,0.8,corona_board_kr,,
172,경기,2020-03-05,9,110,0,1,2,10,0.9,9.1,13250368,0.8,corona_board_kr,,
173,경기,2020-03-06,10,120,0,1,4,14,0.8,11.7,13250368,0.9,corona_board_kr,,
174,경기,2020-03-07,10,130,0,1,0,14,0.8,10.8,13250368,1,corona_board_kr,,
175,경기,2020-03-08,11,141,0,1,2,16,0.7,11.3,13250368,1.1,corona_board_kr,,
176,경기,2020-03-09,11,152,0,1,6,22,0.7,14.5,13250368,1.1,corona_board_kr,,
177,경기,2020-03-10,11,163,0,1,0,22,0.6,13.5,13250368,1.2,corona_board_kr,,
178,경기,2020-03-11,12,175,0,1,3,25,0.6,14.3,13250368,1.3,corona_board_kr,,
179,경기,2020-03-12,3,178,0,1,2,27,0.6,15.2,13250368,1.3,corona_board_kr,,
180,경기,2020-03-13,7,185,1,2,4,31,1.1,16.8,13250368,1.4,corona_board_kr,,
181,경기,2020-03-14,15,200,1,3,5,36,1.5,18,13250368,1.5,corona_board_kr,,
182,경기,2020-03-15,11,211,0,3,4,40,1.4,19,13250368,1.6,corona_board_kr,,
183,경기,2020-03-16,20,231,0,3,8,48,1.3,20.8,13250368,1.7,corona_board_kr,,
184,경기,2020-03-17,31,262,0,3,7,55,1.1,21,13250368,2,corona_board_kr,,
185,경기,2020-03-18,15,277,0,3,4,59,1.1,21.3,13250368,2.1,corona_board_kr,,
186,경기,2020-03-19,18,295,0,3,5,64,1,21.7,13250368,2.2,corona_board_kr,,
187,경기,2020-03-20,14,309,0,3,2,66,1,21.4,13250368,2.3,corona_board_kr,,
188,경기,2020-03-21,12,321,0,3,13,79,0.9,24.6,13250368,2.4,corona_board_kr,,
189,경기,2020-03-22,16,337,0,3,3,82,0.9,24.3,13250368,2.5,corona_board_kr,,
190,경기,2020-03-23,14,351,0,3,6,88,0.9,25.1,13250368,2.6,corona_board_kr,,
191,경기,2020-03-24,15,366,1,4,9,97,1.1,26.5,13250368,2.8,corona_board_kr,,
192,경기,2020-03-25,21,387,0,4,3,100,1,25.8,13250368,2.9,corona_board_kr,,
193,경기,2020-03-26,14,401,0,4,22,122,1,30.4,13250368,3,corona_board_kr,,
194,경기,2020-03-27,11,412,0,4,9,131,1,31.8,13250368,3.1,corona_board_kr,,
195,경기,2020-03-28,21,433,1,5,9,140,1.2,32.3,13250368,3.3,corona_board_kr,,
196,경기,2020-03-29,15,448,0,5,4,144,1.1,32.1,13250368,3.4,corona_board_kr,,
197,경기,2020-03-30,15,463,0,5,16,160,1.1,34.6,13250368,3.5,corona_board_kr,,
198,경기,2020-03-31,13,476,1,6,6,166,1.3,34.9,13250368,3.6,corona_board_kr,,
199,경기,2020-04-01,23,499,0,6,5,171,1.2,34.3,13250368,3.8,corona_board_kr,,
200,경기,2020-04-02,17,516,0,6,0,171,1.2,33.1,13250368,3.9,corona_board_kr,,
201,경기,2020-04-03,23,539,0,6,15,186,1.1,34.5,13250368,4.1,corona_board_kr,,
202,경기,2020-04-04,23,562,0,6,14,200,1.1,35.6,13250368,4.2,corona_board_kr,,
203,경기,2020-04-05,10,572,1,7,8,208,1.2,36.4,13250368,4.3,corona_board_kr,,
204,경기,2020-04-06,8,580,0,7,5,213,1.2,36.7,13250368,4.4,corona_board_kr,,
205,경기,2020-04-07,10,590,0,7,13,226,1.2,38.3,13250368,4.5,corona_board_kr,,
206,경기,2020-04-08,6,596,3,10,11,237,1.7,39.8,13250368,4.5,corona_board_kr,,
207,경기,2020-04-09,10,606,1,11,22,259,1.8,42.7,13250368,4.6,corona_board_kr,,
208,경기,2020-04-10,9,615,0,11,10,269,1.8,43.7,13250368,4.6,corona_board_kr,,
209,경기,2020-04-11,9,624,0,11,17,286,1.8,45.8,13250368,4.7,corona_board_kr,,
210,경기,2020-04-12,4,628,1,12,6,292,1.9,46.5,13250368,4.7,corona_board_kr,,
211,경기,2020-04-13,3,631,1,13,13,305,2.1,48.3,13250368,4.8,corona_board_kr,,
212,경기,2020-04-14,8,639,0,13,8,313,2,49,13250368,4.8,corona_board_kr,,
213,경기,2020-04-15,6,645,0,13,9,322,2,49.9,13250368,4.9,corona_board_kr,,
214,경기,2020-04-16,4,649,1,14,8,330,2.2,50.8,13250368,4.9,corona_board_kr,,
215,경기,2020-04-17,1,650,0,14,10,340,2.2,52.3,13250368,4.9,corona_board_kr,,
216,경기,2020-04-18,4,654,0,14,21,361,2.1,55.2,13250368,4.9,corona_board_kr,,
217,경기,2020-04-19,0,654,0,14,9,370,2.1,56.6,13250368,4.9,corona_board_kr,,
218,경기,2020-04-20,2,656,0,14,17,387,2.1,59,13250368,5,corona_board_kr,,
219,경기,2020-04-21,2,658,0,14,11,398,2.1,60.5,13250368,5,corona_board_kr,,
220,경기,2020-04-22,0,658,0,14,6,404,2.1,61.4,13250368,5,corona_board_kr,,
221,경기,2020-04-23,1,659,0,14,20,424,2.1,64.3,13250368,5,corona_board_kr,,
222,경기,2020-04-24,1,660,0,14,17,441,2.1,66.8,13250368,5,corona_board_kr,,
223,경기,2020-04-25,2,662,0,14,7,448,2.1,67.7,13250368,5,corona_board_kr,,
224,경기,2020-04-26,6,668,0,14,15,463,2.1,69.3,13250368,5,corona_board_kr,,
225,경기,2020-04-27,3,671,0,14,7,470,2.1,70,13250368,5.1,corona_board_kr,,
226,경기,2020-04-28,3,674,0,14,5,475,2.1,70.5,13250368,5.1,corona_board_kr,,
227,경기,2020-04-29,2,676,1,15,6,481,2.2,71.2,13250368,5.1,corona_board_kr,,
228,경기,2020-04-30,0,676,0,15,5,486,2.2,71.9,13250368,5.1,corona_board_kr,,
229,경기,2020-05-01,2,678,1,16,2,488,2.4,72,13250368,5.1,corona_board_kr,,
230,경기,2020-05-02,0,678,0,16,10,498,2.4,73.5,13250368,5.1,corona_board_kr,,
231,경기,2020-05-03,2,680,0,16,12,510,2.4,75,13250368,5.1,corona_board_kr,,
232,경기,2020-05-04,1,681,0,16,5,515,2.3,75.6,13250368,5.1,corona_board_kr,,
233,경기,2020-05-05,0,681,0,16,3,518,2.3,76.1,13250368,5.1,corona_board_kr,,
234,경기,2020-05-06,0,681,0,16,7,525,2.3,77.1,13250368,5.1,corona_board_kr,,
235,경기,2020-05-07,1,682,0,16,13,538,2.3,78.9,13250368,5.1,corona_board_kr,,
236,경기,2020-05-08,2,684,0,16,0,538,2.3,78.7,13250368,5.2,corona_board_kr,,
237,경기,2020-05-09,4,688,0,16,10,548,2.3,79.7,13250368,5.2,corona_board_kr,,
238,경기,2020-05-10,6,694,0,16,8,556,2.3,80.1,13250368,5.2,corona_board_kr,,
239,경기,2020-05-11,4,698,0,16,1,557,2.3,79.8,13250368,5.3,corona_board_kr,,
240,경기,2020-05-12,8,706,0,16,2,559,2.3,79.2,13250368,5.3,corona_board_kr,,
241,경기,2020-05-13,2,708,0,16,4,563,2.3,79.5,13250368,5.3,corona_board_kr,,
242,경기,2020-05-14,6,714,0,16,14,577,2.2,80.8,13250368,5.4,corona_board_kr,,
243,경기,2020-05-15,3,717,0,16,6,583,2.2,81.3,13250368,5.4,corona_board_kr,,
244,경기,2020-05-16,4,721,0,16,4,587,2.2,81.4,13250368,5.4,corona_board_kr,,
245,경기,2020-05-17,0,721,0,16,11,598,2.2,82.9,13250368,5.4,corona_board_kr,,
246,경기,2020-05-18,3,724,0,16,2,600,2.2,82.9,13250368,5.5,corona_board_kr,,
247,경기,2020-05-19,1,725,0,16,2,602,2.2,83,13250368,5.5,corona_board_kr,,
248,경기,2020-05-20,10,735,0,16,9,611,2.2,83.1,13250368,5.5,corona_board_kr,,
249,경기,2020-05-21,0,735,1,17,20,631,2.3,85.9,13250368,5.5,corona_board_kr,,
250,경기,2020-05-22,6,741,0,17,2,633,2.3,85.4,13250368,5.6,corona_board_kr,,
251,경기,2020-05-23,13,754,1,18,3,636,2.4,84.4,13250368,5.7,corona_board_kr,,
252,경기,2020-05-24,6,760,0,18,7,643,2.4,84.6,13250368,5.7,corona_board_kr,,
253,경기,2020-05-25,6,766,1,19,1,644,2.5,84.1,13250368,5.8,corona_board_kr,,
254,경기,2020-05-26,2,768,0,19,1,645,2.5,84,13250368,5.8,corona_board_kr,,
255,경기,2020-05-27,6,774,0,19,1,646,2.5,83.5,13250368,5.8,corona_board_kr,,
256,경기,2020-05-28,21,795,0,19,0,646,2.4,81.3,13250368,6,corona_board_kr,,
257,경기,2020-05-29,20,815,0,19,1,647,2.3,79.4,13250368,6.2,corona_board_kr,,
258,경기,2020-05-30,13,828,0,19,1,648,2.3,78.3,13250368,6.2,corona_board_kr,,
259,경기,2020-05-31,12,840,0,19,2,650,2.3,77.4,13250368,6.3,corona_board_kr,,
260,경기,2020-06-01,12,852,0,19,7,657,2.2,77.1,13250368,6.4,corona_board_kr,,
261,경기,2020-06-02,15,867,0,19,3,660,2.2,76.1,13250368,6.5,corona_board_kr,,
262,경기,2020-06-03,12,879,0,19,2,662,2.2,75.3,13250368,6.6,corona_board_kr,,
263,경기,2020-06-04,15,894,0,19,3,665,2.1,74.4,13250368,6.7,corona_board_kr,,
264,경기,2020-06-05,13,907,0,19,0,665,2.1,73.3,13250368,6.8,corona_board_kr,,
265,경기,2020-06-06,8,915,0,19,8,673,2.1,73.6,13250368,6.9,corona_board_kr,,
266,경기,2020-06-07,19,934,0,19,5,678,2,72.6,13250368,7,corona_board_kr,,
267,경기,2020-06-08,8,942,0,19,2,680,2,72.2,13250368,7.1,corona_board_kr,,
268,경기,2020-06-09,13,955,1,20,0,680,2.1,71.2,13250368,7.2,corona_board_kr,,
269,경기,2020-06-10,21,976,2,22,2,682,2.3,69.9,13250368,7.4,corona_board_kr,,
270,경기,2020-06-11,16,992,0,22,9,691,2.2,69.7,13250368,7.5,corona_board_kr,,
271,경기,2020-06-12,19,1011,0,22,1,692,2.2,68.4,13250368,7.6,corona_board_kr,,
272,경기,2020-06-13,14,1025,0,22,4,696,2.1,67.9,13250368,7.7,corona_board_kr,,
273,경기,2020-06-14,10,1035,0,22,14,710,2.1,68.6,13250368,7.8,corona_board_kr,,
274,경기,2020-06-15,10,1045,0,22,3,713,2.1,68.2,13250368,7.9,corona_board_kr,,
275,경기,2020-06-16,5,1050,0,22,3,716,2.1,68.2,13250368,7.9,corona_board_kr,,
276,경기,2020-06-17,13,1063,0,22,4,720,2.1,67.7,13250368,8,corona_board_kr,,
277,경기,2020-06-18,16,1079,0,22,4,724,2,67.1,13250368,8.1,corona_board_kr,,
278,경기,2020-06-19,11,1090,0,22,13,737,2,67.6,13250368,8.2,corona_board_kr,,
279,경기,2020-06-20,17,1107,0,22,4,741,2,66.9,13250368,8.4,corona_board_kr,,
280,경기,2020-06-21,10,1117,0,22,3,744,2,66.6,13250368,8.4,corona_board_kr,,
281,경기,2020-06-22,6,1123,0,22,9,753,2,67.1,13250368,8.5,corona_board_kr,,
282,경기,2020-06-23,7,1130,1,23,5,758,2,67.1,13250368,8.5,corona_board_kr,,
283,경기,2020-06-24,7,1137,0,23,3,761,2,66.9,13250368,8.6,corona_board_kr,,
