PK,국가코드,날짜,확진자,,사망자,,완치자,,사망률,완치율,인구수,발생률,사이트
,,,일일,누적,일일,누적,일일,누적,,,,,
9545,FRO,2020-04-27,0,187,0,0,,,0,,48865,3826.87,ourworldindata.org
9546,FRO,2020-04-28,0,187,0,0,,,0,,48865,3826.87,ourworldindata.org
9547,FRO,2020-04-29,0,187,0,0,,,0,,48865,3826.87,ourworldindata.org
9548,FRO,2020-04-30,0,187,0,0,,,0,,48865,3826.87,ourworldindata.org
9549,FRO,2020-05-01,0,187,0,0,,,0,,48865,3826.87,ourworldindata.org
9550,FRO,2020-05-02,0,187,0,0,,,0,,48865,3826.87,ourworldindata.org
9551,FRO,2020-05-03,0,187,0,0,,,0,,48865,3826.87,ourworldindata.org
9552,FRO,2020-05-04,0,187,0,0,,,0,,48865,3826.87,ourworldindata.org
9553,FRO,2020-05-05,0,187,0,0,,,0,,48865,3826.87,ourworldindata.org
9554,FRO,2020-05-06,0,187,0,0,,,0,,48865,3826.87,ourworldindata.org
9555,FRO,2020-05-07,0,187,0,0,,,0,,48865,3826.87,ourworldindata.org
9556,FRO,2020-05-08,0,187,0,0,,,0,,48865,3826.87,ourworldindata.org
9557,FRO,2020-05-09,0,187,0,0,,,0,,48865,3826.87,ourworldindata.org
9558,FRO,2020-05-10,0,187,0,0,,,0,,48865,3826.87,ourworldindata.org
9559,FRO,2020-05-11,0,187,0,0,,,0,,48865,3826.87,ourworldindata.org
9560,FRO,2020-05-12,0,187,0,0,,,0,,48865,3826.87,ourworldindata.org
9561,FRO,2020-05-13,0,187,0,0,,,0,,48865,3826.87,ourworldindata.org
9562,FRO,2020-05-14,0,187,0,0,,,0,,48865,3826.87,ourworldindata.org
9563,FRO,2020-05-15,0,187,0,0,,,0,,48865,3826.87,ourworldindata.org
9564,FRO,2020-05-16,0,187,0,0,,,0,,48865,3826.87,ourworldindata.org
9565,FRO,2020-05-17,0,187,0,0,,,0,,48865,3826.87,ourworldindata.org
9566,FRO,2020-05-18,0,187,0,0,,,0,,48865,3826.87,ourworldindata.org
9567,FRO,2020-05-19,0,187,0,0,,,0,,48865,3826.87,ourworldindata.org
9568,FRO,2020-05-20,0,187,0,0,,,0,,48865,3826.87,ourworldindata.org
9569,FRO,2020-05-21,0,187,0,0,,,0,,48865,3826.87,ourworldindata.org
9570,FRO,2020-05-22,0,187,0,0,,,0,,48865,3826.87,ourworldindata.org
9571,FRO,2020-05-23,0,187,0,0,,,0,,48865,3826.87,ourworldindata.org
9572,FRO,2020-05-24,0,187,0,0,,,0,,48865,3826.87,ourworldindata.org
9573,FRO,2020-05-25,0,187,0,0,,,0,,48865,3826.87,ourworldindata.org
9574,FRO,2020-05-26,0,187,0,0,,,0,,48865,3826.87,ourworldindata.org
9575,FRO,2020-05-27,0,187,0,0,,,0,,48865,3826.87,ourworldindata.org
9576,FRO,2020-05-28,0,187,0,0,,,0,,48865,3826.87,ourworldindata.org
9577,FRO,2020-05-29,0,187,0,0,,,0,,48865,3826.87,ourworldindata.org
9578,FRO,2020-05-30,0,187,0,0,,,0,,48865,3826.87,ourworldindata.org
9579,FRO,2020-05-31,0,187,0,0,,,0,,48865,3826.87,ourworldindata.org
9580,FRO,2020-06-01,0,187,0,0,,,0,,48865,3826.87,ourworldindata.org
9581,FRO,2020-06-02,0,187,0,0,,,0,,48865,3826.87,ourworldindata.org
9582,FRO,2020-06-03,0,187,0,0,,,0,,48865,3826.87,ourworldindata.org
9583,FRO,2020-06-04,0,187,0,0,,,0,,48865,3826.87,ourworldindata.org
9584,FRO,2020-06-05,0,187,0,0,,,0,,48865,3826.87,ourworldindata.org
9585,FRO,2020-06-06,0,187,0,0,,,0,,48865,3826.87,ourworldindata.org
9586,FRO,2020-06-07,0,187,0,0,,,0,,48865,3826.87,ourworldindata.org
9587,FRO,2020-06-08,0,187,0,0,,,0,,48865,3826.87,ourworldindata.org
9588,FRO,2020-06-09,0,187,0,0,,,0,,48865,3826.87,ourworldindata.org
9589,FRO,2020-06-10,0,187,0,0,,,0,,48865,3826.87,ourworldindata.org
9590,FRO,2020-06-11,0,187,0,0,,,0,,48865,3826.87,ourworldindata.org
9591,FRO,2020-06-12,0,187,0,0,,,0,,48865,3826.87,ourworldindata.org
9592,FRO,2020-06-13,0,187,0,0,,,0,,48865,3826.87,ourworldindata.org
9593,FRO,2020-06-14,0,187,0,0,,,0,,48865,3826.87,ourworldindata.org
9594,FRO,2020-06-15,0,187,0,0,,,0,,48865,3826.87,ourworldindata.org
9595,FRO,2020-06-16,0,187,0,0,,,0,,48865,3826.87,ourworldindata.org
9596,FRO,2020-06-17,0,187,0,0,,,0,,48865,3826.87,ourworldindata.org
9597,FRO,2020-06-18,0,187,0,0,,,0,,48865,3826.87,ourworldindata.org
9598,FRO,2020-06-19,0,187,0,0,,,0,,48865,3826.87,ourworldindata.org
9599,FRO,2020-06-20,0,187,0,0,,,0,,48865,3826.87,ourworldindata.org
9600,FRO,2020-06-21,0,187,0,0,,,0,,48865,3826.87,ourworldindata.org
9601,FRO,2020-06-22,0,187,0,0,,,0,,48865,3826.87,ourworldindata.org
9602,FRO,2020-06-23,0,187,0,0,,,0,,48865,3826.87,ourworldindata.org
9603,FRO,2020-06-24,0,187,0,0,,,0,,48865,3826.87,ourworldindata.org
9604,FRO,2020-06-25,0,187,0,0,,,0,,48865,3826.87,ourworldindata.org
9605,FRO,2020-06-26,0,187,0,0,,,0,,48865,3826.87,ourworldindata.org
9606,FRO,2020-06-27,0,187,0,0,,,0,,48865,3826.87,ourworldindata.org
9607,FRO,2020-06-28,0,187,0,0,,,0,,48865,3826.87,ourworldindata.org
9608,FRO,2020-06-29,0,187,0,0,,,0,,48865,3826.87,ourworldindata.org
9609,FRO,2020-06-30,0,187,0,0,,,0,,48865,3826.87,ourworldindata.org
9610,FRO,2020-07-01,0,187,0,0,,,0,,48865,3826.87,ourworldindata.org
9611,FRO,2020-07-02,0,187,0,0,,,0,,48865,3826.87,ourworldindata.org
9612,FRO,2020-07-03,0,187,0,0,,,0,,48865,3826.87,ourworldindata.org
9613,FRO,2020-07-04,0,187,0,0,,,0,,48865,3826.87,ourworldindata.org
9614,FRO,2020-07-05,0,187,0,0,,,0,,48865,3826.87,ourworldindata.org
9615,FRO,2020-07-06,0,187,0,0,,,0,,48865,3826.87,ourworldindata.org
9616,FRO,2020-07-07,0,187,0,0,,,0,,48865,3826.87,ourworldindata.org
9617,FRO,2020-07-08,1,188,0,0,,,0,,48865,3847.334,ourworldindata.org
9618,FRO,2020-07-09,0,188,0,0,,,0,,48865,3847.334,ourworldindata.org
9619,FRO,2020-07-10,0,188,0,0,,,0,,48865,3847.334,ourworldindata.org
9620,FRO,2020-07-11,0,188,0,0,,,0,,48865,3847.334,ourworldindata.org
9621,FRO,2020-07-12,0,188,0,0,,,0,,48865,3847.334,ourworldindata.org
9622,FRO,2020-07-13,0,188,0,0,,,0,,48865,3847.334,ourworldindata.org
9623,FRO,2020-07-14,0,188,0,0,,,0,,48865,3847.334,ourworldindata.org
9624,FRO,2020-07-15,0,188,0,0,,,0,,48865,3847.334,ourworldindata.org
9625,FRO,2020-07-16,0,188,0,0,,,0,,48865,3847.334,ourworldindata.org
9626,FRO,2020-07-17,0,188,0,0,,,0,,48865,3847.334,ourworldindata.org
9627,FRO,2020-07-18,0,188,0,0,,,0,,48865,3847.334,ourworldindata.org
9628,FRO,2020-07-19,0,188,0,0,,,0,,48865,3847.334,ourworldindata.org
9629,FRO,2020-07-20,3,191,0,0,,,0,,48865,3908.728,ourworldindata.org
9630,FLK,2020-04-04,1,1,0,0,,,0,,3483,287.109,ourworldindata.org
9631,FLK,2020-04-05,0,1,0,0,,,0,,3483,287.109,ourworldindata.org
9632,FLK,2020-04-06,1,2,0,0,,,0,,3483,574.218,ourworldindata.org
9633,FLK,2020-04-07,0,2,0,0,,,0,,3483,574.218,ourworldindata.org
9634,FLK,2020-04-08,3,5,0,0,,,0,,3483,1435.544,ourworldindata.org
9635,FLK,2020-04-09,0,5,0,0,,,0,,3483,1435.544,ourworldindata.org
9636,FLK,2020-04-10,0,5,0,0,,,0,,3483,1435.544,ourworldindata.org
9637,FLK,2020-04-11,0,5,0,0,,,0,,3483,1435.544,ourworldindata.org
9638,FLK,2020-04-12,0,5,0,0,,,0,,3483,1435.544,ourworldindata.org
9639,FLK,2020-04-13,0,5,0,0,,,0,,3483,1435.544,ourworldindata.org
9640,FLK,2020-04-14,0,5,0,0,,,0,,3483,1435.544,ourworldindata.org
9641,FLK,2020-04-15,6,11,0,0,,,0,,3483,3158.197,ourworldindata.org
9642,FLK,2020-04-16,0,11,0,0,,,0,,3483,3158.197,ourworldindata.org
9643,FLK,2020-04-17,0,11,0,0,,,0,,3483,3158.197,ourworldindata.org
9644,FLK,2020-04-18,0,11,0,0,,,0,,3483,3158.197,ourworldindata.org
9645,FLK,2020-04-19,0,11,0,0,,,0,,3483,3158.197,ourworldindata.org
9646,FLK,2020-04-20,0,11,0,0,,,0,,3483,3158.197,ourworldindata.org
9647,FLK,2020-04-21,0,11,0,0,,,0,,3483,3158.197,ourworldindata.org
9648,FLK,2020-04-22,1,12,0,0,,,0,,3483,3445.306,ourworldindata.org
9649,FLK,2020-04-23,0,12,0,0,,,0,,3483,3445.306,ourworldindata.org
9650,FLK,2020-04-24,0,12,0,0,,,0,,3483,3445.306,ourworldindata.org
9651,FLK,2020-04-25,0,12,0,0,,,0,,3483,3445.306,ourworldindata.org
9652,FLK,2020-04-26,1,13,0,0,,,0,,3483,3732.415,ourworldindata.org
9653,FLK,2020-04-27,0,13,0,0,,,0,,3483,3732.415,ourworldindata.org
9654,FLK,2020-04-28,0,13,0,0,,,0,,3483,3732.415,ourworldindata.org
9655,FLK,2020-04-29,0,13,0,0,,,0,,3483,3732.415,ourworldindata.org
9656,FLK,2020-04-30,0,13,0,0,,,0,,3483,3732.415,ourworldindata.org
9657,FLK,2020-05-01,0,13,0,0,,,0,,3483,3732.415,ourworldindata.org
9658,FLK,2020-05-02,0,13,0,0,,,0,,3483,3732.415,ourworldindata.org
9659,FLK,2020-05-03,0,13,0,0,,,0,,3483,3732.415,ourworldindata.org
9660,FLK,2020-05-04,0,13,0,0,,,0,,3483,3732.415,ourworldindata.org
9661,FLK,2020-05-05,0,13,0,0,,,0,,3483,3732.415,ourworldindata.org
9662,FLK,2020-05-06,0,13,0,0,,,0,,3483,3732.415,ourworldindata.org
9663,FLK,2020-05-07,0,13,0,0,,,0,,3483,3732.415,ourworldindata.org
9664,FLK,2020-05-08,0,13,0,0,,,0,,3483,3732.415,ourworldindata.org
9665,FLK,2020-05-09,0,13,0,0,,,0,,3483,3732.415,ourworldindata.org
9666,FLK,2020-05-10,0,13,0,0,,,0,,3483,3732.415,ourworldindata.org
9667,FLK,2020-05-11,0,13,0,0,,,0,,3483,3732.415,ourworldindata.org
9668,FLK,2020-05-12,0,13,0,0,,,0,,3483,3732.415,ourworldindata.org
9669,FLK,2020-05-13,0,13,0,0,,,0,,3483,3732.415,ourworldindata.org
9670,FLK,2020-05-14,0,13,0,0,,,0,,3483,3732.415,ourworldindata.org
9671,FLK,2020-05-15,0,13,0,0,,,0,,3483,3732.415,ourworldindata.org
9672,FLK,2020-05-16,0,13,0,0,,,0,,3483,3732.415,ourworldindata.org
9673,FLK,2020-05-17,0,13,0,0,,,0,,3483,3732.415,ourworldindata.org
9674,FLK,2020-05-18,0,13,0,0,,,0,,3483,3732.415,ourworldindata.org
9675,FLK,2020-05-19,0,13,0,0,,,0,,3483,3732.415,ourworldindata.org
9676,FLK,2020-05-20,0,13,0,0,,,0,,3483,3732.415,ourworldindata.org
9677,FLK,2020-05-21,0,13,0,0,,,0,,3483,3732.415,ourworldindata.org
9678,FLK,2020-05-22,0,13,0,0,,,0,,3483,3732.415,ourworldindata.org
9679,FLK,2020-05-23,0,13,0,0,,,0,,3483,3732.415,ourworldindata.org
9680,FLK,2020-05-24,0,13,0,0,,,0,,3483,3732.415,ourworldindata.org
9681,FLK,2020-05-25,0,13,0,0,,,0,,3483,3732.415,ourworldindata.org
9682,FLK,2020-05-26,0,13,0,0,,,0,,3483,3732.415,ourworldindata.org
9683,FLK,2020-05-27,0,13,0,0,,,0,,3483,3732.415,ourworldindata.org
9684,FLK,2020-05-28,0,13,0,0,,,0,,3483,3732.415,ourworldindata.org
9685,FLK,2020-05-29,0,13,0,0,,,0,,3483,3732.415,ourworldindata.org
9686,FLK,2020-05-30,0,13,0,0,,,0,,3483,3732.415,ourworldindata.org
9687,FLK,2020-05-31,0,13,0,0,,,0,,3483,3732.415,ourworldindata.org
9688,FLK,2020-06-01,0,13,0,0,,,0,,3483,3732.415,ourworldindata.org
9689,FLK,2020-06-02,0,13,0,0,,,0,,3483,3732.415,ourworldindata.org
9690,FLK,2020-06-03,0,13,0,0,,,0,,3483,3732.415,ourworldindata.org
9691,FLK,2020-06-04,0,13,0,0,,,0,,3483,3732.415,ourworldindata.org
9692,FLK,2020-06-05,0,13,0,0,,,0,,3483,3732.415,ourworldindata.org
9693,FLK,2020-06-06,0,13,0,0,,,0,,3483,3732.415,ourworldindata.org
9694,FLK,2020-06-07,0,13,0,0,,,0,,3483,3732.415,ourworldindata.org
9695,FLK,2020-06-08,0,13,0,0,,,0,,3483,3732.415,ourworldindata.org
9696,FLK,2020-06-09,0,13,0,0,,,0,,3483,3732.415,ourworldindata.org
9697,FLK,2020-06-10,0,13,0,0,,,0,,3483,3732.415,ourworldindata.org
9698,FLK,2020-06-11,0,13,0,0,,,0,,3483,3732.415,ourworldindata.org
9699,FLK,2020-06-12,0,13,0,0,,,0,,3483,3732.415,ourworldindata.org
9700,FLK,2020-06-13,0,13,0,0,,,0,,3483,3732.415,ourworldindata.org
9701,FLK,2020-06-14,0,13,0,0,,,0,,3483,3732.415,ourworldindata.org
9702,FLK,2020-06-15,0,13,0,0,,,0,,3483,3732.415,ourworldindata.org
9703,FLK,2020-06-16,0,13,0,0,,,0,,3483,3732.415,ourworldindata.org
9704,FLK,2020-06-17,0,13,0,0,,,0,,3483,3732.415,ourworldindata.org
9705,FLK,2020-06-18,0,13,0,0,,,0,,3483,3732.415,ourworldindata.org
9706,FLK,2020-06-19,0,13,0,0,,,0,,3483,3732.415,ourworldindata.org
9707,FLK,2020-06-20,0,13,0,0,,,0,,3483,3732.415,ourworldindata.org
9708,FLK,2020-06-21,0,13,0,0,,,0,,3483,3732.415,ourworldindata.org
9709,FLK,2020-06-22,0,13,0,0,,,0,,3483,3732.415,ourworldindata.org
9710,FLK,2020-06-23,0,13,0,0,,,0,,3483,3732.415,ourworldindata.org
9711,FLK,2020-06-24,0,13,0,0,,,0,,3483,3732.415,ourworldindata.org
9712,FLK,2020-06-25,0,13,0,0,,,0,,3483,3732.415,ourworldindata.org
9713,FLK,2020-06-26,0,13,0,0,,,0,,3483,3732.415,ourworldindata.org
9714,FLK,2020-06-27,0,13,0,0,,,0,,3483,3732.415,ourworldindata.org
9715,FLK,2020-06-28,0,13,0,0,,,0,,3483,3732.415,ourworldindata.org
9716,FLK,2020-06-29,0,13,0,0,,,0,,3483,3732.415,ourworldindata.org
9717,FLK,2020-06-30,0,13,0,0,,,0,,3483,3732.415,ourworldindata.org
9718,FLK,2020-07-01,0,13,0,0,,,0,,3483,3732.415,ourworldindata.org
9719,FLK,2020-07-02,0,13,0,0,,,0,,3483,3732.415,ourworldindata.org
9720,FLK,2020-07-03,0,13,0,0,,,0,,3483,3732.415,ourworldindata.org
9721,FLK,2020-07-04,0,13,0,0,,,0,,3483,3732.415,ourworldindata.org
9722,FLK,2020-07-05,0,13,0,0,,,0,,3483,3732.415,ourworldindata.org
9723,FLK,2020-07-06,0,13,0,0,,,0,,3483,3732.415,ourworldindata.org
9724,FLK,2020-07-07,0,13,0,0,,,0,,3483,3732.415,ourworldindata.org
9725,FLK,2020-07-08,0,13,0,0,,,0,,3483,3732.415,ourworldindata.org
9726,FLK,2020-07-09,0,13,0,0,,,0,,3483,3732.415,ourworldindata.org
9727,FLK,2020-07-10,0,13,0,0,,,0,,3483,3732.415,ourworldindata.org
9728,FLK,2020-07-11,0,13,0,0,,,0,,3483,3732.415,ourworldindata.org
9729,FLK,2020-07-12,0,13,0,0,,,0,,3483,3732.415,ourworldindata.org
9730,FLK,2020-07-13,0,13,0,0,,,0,,3483,3732.415,ourworldindata.org
9731,FLK,2020-07-14,0,13,0,0,,,0,,3483,3732.415,ourworldindata.org
9732,FLK,2020-07-15,0,13,0,0,,,0,,3483,3732.415,ourworldindata.org
9733,FLK,2020-07-16,0,13,0,0,,,0,,3483,3732.415,ourworldindata.org
9734,FLK,2020-07-17,0,13,0,0,,,0,,3483,3732.415,ourworldindata.org
9735,FLK,2020-07-18,0,13,0,0,,,0,,3483,3732.415,ourworldindata.org
9736,FLK,2020-07-19,0,13,0,0,,,0,,3483,3732.415,ourworldindata.org
9737,FLK,2020-07-20,0,13,0,0,,,0,,3483,3732.415,ourworldindata.org
9738,FJI,2020-01-30,,,,,,,0,,896444,0,ourworldindata.org
9739,FJI,2020-01-31,,,,,,,0,,896444,0,ourworldindata.org
9740,FJI,2020-02-01,,,,,,,0,,896444,0,ourworldindata.org
9741,FJI,2020-02-02,,,,,,,0,,896444,0,ourworldindata.org
9742,FJI,2020-02-03,,,,,,,0,,896444,0,ourworldindata.org
9743,FJI,2020-02-04,,,,,,,0,,896444,0,ourworldindata.org
9744,FJI,2020-02-05,,,,,,,0,,896444,0,ourworldindata.org
9745,FJI,2020-02-06,,,,,,,0,,896444,0,ourworldindata.org
9746,FJI,2020-02-07,,,,,,,0,,896444,0,ourworldindata.org
9747,FJI,2020-02-08,,,,,,,0,,896444,0,ourworldindata.org
9748,FJI,2020-02-09,,,,,,,0,,896444,0,ourworldindata.org
9749,FJI,2020-02-10,,,,,,,0,,896444,0,ourworldindata.org
9750,FJI,2020-02-11,,,,,,,0,,896444,0,ourworldindata.org
9751,FJI,2020-02-12,,,,,,,0,,896444,0,ourworldindata.org
9752,FJI,2020-02-13,,,,,,,0,,896444,0,ourworldindata.org
9753,FJI,2020-02-14,,,,,,,0,,896444,0,ourworldindata.org
9754,FJI,2020-02-15,,,,,,,0,,896444,0,ourworldindata.org
9755,FJI,2020-02-16,,,,,,,0,,896444,0,ourworldindata.org
9756,FJI,2020-02-17,,,,,,,0,,896444,0,ourworldindata.org
9757,FJI,2020-02-18,,,,,,,0,,896444,0,ourworldindata.org
9758,FJI,2020-02-19,,,,,,,0,,896444,0,ourworldindata.org
9759,FJI,2020-02-20,,,,,,,0,,896444,0,ourworldindata.org
9760,FJI,2020-02-21,,,,,,,0,,896444,0,ourworldindata.org
9761,FJI,2020-02-22,,,,,,,0,,896444,0,ourworldindata.org
9762,FJI,2020-02-23,,,,,,,0,,896444,0,ourworldindata.org
9763,FJI,2020-02-24,,,,,,,0,,896444,0,ourworldindata.org
9764,FJI,2020-02-25,,,,,,,0,,896444,0,ourworldindata.org
9765,FJI,2020-02-26,,,,,,,0,,896444,0,ourworldindata.org
9766,FJI,2020-02-27,,,,,,,0,,896444,0,ourworldindata.org
9767,FJI,2020-02-28,,,,,,,0,,896444,0,ourworldindata.org
9768,FJI,2020-02-29,,,,,,,0,,896444,0,ourworldindata.org
9769,FJI,2020-03-01,,,,,,,0,,896444,0,ourworldindata.org
9770,FJI,2020-03-02,,,,,,,0,,896444,0,ourworldindata.org
9771,FJI,2020-03-03,,,,,,,0,,896444,0,ourworldindata.org
9772,FJI,2020-03-04,,,,,,,0,,896444,0,ourworldindata.org
9773,FJI,2020-03-05,,,,,,,0,,896444,0,ourworldindata.org
9774,FJI,2020-03-06,,,,,,,0,,896444,0,ourworldindata.org
9775,FJI,2020-03-07,,,,,,,0,,896444,0,ourworldindata.org
9776,FJI,2020-03-08,,,,,,,0,,896444,0,ourworldindata.org
9777,FJI,2020-03-09,,,,,,,0,,896444,0,ourworldindata.org
9778,FJI,2020-03-10,,,,,,,0,,896444,0,ourworldindata.org
9779,FJI,2020-03-11,,,,,,,0,,896444,0,ourworldindata.org
9780,FJI,2020-03-12,,,,,,,0,,896444,0,ourworldindata.org
9781,FJI,2020-03-13,,,,,,,0,,896444,0,ourworldindata.org
9782,FJI,2020-03-14,,,,,,,0,,896444,0,ourworldindata.org
9783,FJI,2020-03-15,,,,,,,0,,896444,0,ourworldindata.org
9784,FJI,2020-03-16,,,,,,,0,,896444,0,ourworldindata.org
9785,FJI,2020-03-17,,,,,,,0,,896444,0,ourworldindata.org
9786,FJI,2020-03-18,,,,,,,0,,896444,0,ourworldindata.org
9787,FJI,2020-03-19,,,,,,,0,,896444,0,ourworldindata.org
9788,FJI,2020-03-20,1,1,0,0,,,0,,896444,1.116,ourworldindata.org
9789,FJI,2020-03-21,0,1,0,0,,,0,,896444,1.116,ourworldindata.org
9790,FJI,2020-03-22,1,2,0,0,,,0,,896444,2.231,ourworldindata.org
9791,FJI,2020-03-23,1,3,0,0,,,0,,896444,3.347,ourworldindata.org
9792,FJI,2020-03-24,1,4,0,0,,,0,,896444,4.462,ourworldindata.org
9793,FJI,2020-03-25,1,5,0,0,,,0,,896444,5.578,ourworldindata.org
9794,FJI,2020-03-26,0,5,0,0,,,0,,896444,5.578,ourworldindata.org
9795,FJI,2020-03-27,0,5,0,0,,,0,,896444,5.578,ourworldindata.org
9796,FJI,2020-03-28,0,5,0,0,,,0,,896444,5.578,ourworldindata.org
9797,FJI,2020-03-29,0,5,0,0,,,0,,896444,5.578,ourworldindata.org
9798,FJI,2020-03-30,0,5,0,0,,,0,,896444,5.578,ourworldindata.org
9799,FJI,2020-03-31,0,5,0,0,,,0,,896444,5.578,ourworldindata.org
9800,FJI,2020-04-01,0,5,0,0,,,0,,896444,5.578,ourworldindata.org
9801,FJI,2020-04-02,2,7,0,0,,,0,,896444,7.809,ourworldindata.org
9802,FJI,2020-04-03,0,7,0,0,,,0,,896444,7.809,ourworldindata.org
9803,FJI,2020-04-04,5,12,0,0,,,0,,896444,13.386,ourworldindata.org
9804,FJI,2020-04-05,0,12,0,0,,,0,,896444,13.386,ourworldindata.org
9805,FJI,2020-04-06,2,14,0,0,,,0,,896444,15.617,ourworldindata.org
9806,FJI,2020-04-07,0,14,0,0,,,0,,896444,15.617,ourworldindata.org
9807,FJI,2020-04-08,1,15,0,0,,,0,,896444,16.733,ourworldindata.org
9808,FJI,2020-04-09,0,15,0,0,,,0,,896444,16.733,ourworldindata.org
9809,FJI,2020-04-10,0,15,0,0,,,0,,896444,16.733,ourworldindata.org
9810,FJI,2020-04-11,1,16,0,0,,,0,,896444,17.848,ourworldindata.org
9811,FJI,2020-04-12,0,16,0,0,,,0,,896444,17.848,ourworldindata.org
9812,FJI,2020-04-13,0,16,0,0,,,0,,896444,17.848,ourworldindata.org
9813,FJI,2020-04-14,0,16,0,0,,,0,,896444,17.848,ourworldindata.org
9814,FJI,2020-04-15,0,16,0,0,,,0,,896444,17.848,ourworldindata.org
9815,FJI,2020-04-16,0,16,0,0,,,0,,896444,17.848,ourworldindata.org
9816,FJI,2020-04-17,1,17,0,0,,,0,,896444,18.964,ourworldindata.org
9817,FJI,2020-04-18,0,17,0,0,,,0,,896444,18.964,ourworldindata.org
9818,FJI,2020-04-19,0,17,0,0,,,0,,896444,18.964,ourworldindata.org
9819,FJI,2020-04-20,0,17,0,0,,,0,,896444,18.964,ourworldindata.org
9820,FJI,2020-04-21,1,18,0,0,,,0,,896444,20.079,ourworldindata.org
9821,FJI,2020-04-22,0,18,0,0,,,0,,896444,20.079,ourworldindata.org
9822,FJI,2020-04-23,0,18,0,0,,,0,,896444,20.079,ourworldindata.org
9823,FJI,2020-04-24,0,18,0,0,,,0,,896444,20.079,ourworldindata.org
9824,FJI,2020-04-25,0,18,0,0,,,0,,896444,20.079,ourworldindata.org
9825,FJI,2020-04-26,0,18,0,0,,,0,,896444,20.079,ourworldindata.org
9826,FJI,2020-04-27,0,18,0,0,,,0,,896444,20.079,ourworldindata.org
9827,FJI,2020-04-28,0,18,0,0,,,0,,896444,20.079,ourworldindata.org
9828,FJI,2020-04-29,0,18,0,0,,,0,,896444,20.079,ourworldindata.org
9829,FJI,2020-04-30,0,18,0,0,,,0,,896444,20.079,ourworldindata.org
9830,FJI,2020-05-01,0,18,0,0,,,0,,896444,20.079,ourworldindata.org
9831,FJI,2020-05-02,0,18,0,0,,,0,,896444,20.079,ourworldindata.org
9832,FJI,2020-05-03,0,18,0,0,,,0,,896444,20.079,ourworldindata.org
9833,FJI,2020-05-04,0,18,0,0,,,0,,896444,20.079,ourworldindata.org
9834,FJI,2020-05-05,0,18,0,0,,,0,,896444,20.079,ourworldindata.org
9835,FJI,2020-05-06,0,18,0,0,,,0,,896444,20.079,ourworldindata.org
9836,FJI,2020-05-07,0,18,0,0,,,0,,896444,20.079,ourworldindata.org
9837,FJI,2020-05-08,0,18,0,0,,,0,,896444,20.079,ourworldindata.org
9838,FJI,2020-05-09,0,18,0,0,,,0,,896444,20.079,ourworldindata.org
9839,FJI,2020-05-10,0,18,0,0,,,0,,896444,20.079,ourworldindata.org
9840,FJI,2020-05-11,0,18,0,0,,,0,,896444,20.079,ourworldindata.org
9841,FJI,2020-05-12,0,18,0,0,,,0,,896444,20.079,ourworldindata.org
9842,FJI,2020-05-13,0,18,0,0,,,0,,896444,20.079,ourworldindata.org
9843,FJI,2020-05-14,0,18,0,0,,,0,,896444,20.079,ourworldindata.org
9844,FJI,2020-05-15,0,18,0,0,,,0,,896444,20.079,ourworldindata.org
9845,FJI,2020-05-16,0,18,0,0,,,0,,896444,20.079,ourworldindata.org
9846,FJI,2020-05-17,0,18,0,0,,,0,,896444,20.079,ourworldindata.org
9847,FJI,2020-05-18,0,18,0,0,,,0,,896444,20.079,ourworldindata.org
9848,FJI,2020-05-19,0,18,0,0,,,0,,896444,20.079,ourworldindata.org
9849,FJI,2020-05-20,0,18,0,0,,,0,,896444,20.079,ourworldindata.org
9850,FJI,2020-05-21,0,18,0,0,,,0,,896444,20.079,ourworldindata.org
9851,FJI,2020-05-22,0,18,0,0,,,0,,896444,20.079,ourworldindata.org
9852,FJI,2020-05-23,0,18,0,0,,,0,,896444,20.079,ourworldindata.org
9853,FJI,2020-05-24,0,18,0,0,,,0,,896444,20.079,ourworldindata.org
9854,FJI,2020-05-25,0,18,0,0,,,0,,896444,20.079,ourworldindata.org
9855,FJI,2020-05-26,0,18,0,0,,,0,,896444,20.079,ourworldindata.org
9856,FJI,2020-05-27,0,18,0,0,,,0,,896444,20.079,ourworldindata.org
9857,FJI,2020-05-28,0,18,0,0,,,0,,896444,20.079,ourworldindata.org
9858,FJI,2020-05-29,0,18,0,0,,,0,,896444,20.079,ourworldindata.org
9859,FJI,2020-05-30,0,18,0,0,,,0,,896444,20.079,ourworldindata.org
9860,FJI,2020-05-31,0,18,0,0,,,0,,896444,20.079,ourworldindata.org
9861,FJI,2020-06-01,0,18,0,0,,,0,,896444,20.079,ourworldindata.org
9862,FJI,2020-06-02,0,18,0,0,,,0,,896444,20.079,ourworldindata.org
9863,FJI,2020-06-03,0,18,0,0,,,0,,896444,20.079,ourworldindata.org
9864,FJI,2020-06-04,0,18,0,0,,,0,,896444,20.079,ourworldindata.org
9865,FJI,2020-06-05,0,18,0,0,,,0,,896444,20.079,ourworldindata.org
9866,FJI,2020-06-06,0,18,0,0,,,0,,896444,20.079,ourworldindata.org
9867,FJI,2020-06-07,0,18,0,0,,,0,,896444,20.079,ourworldindata.org
9868,FJI,2020-06-08,0,18,0,0,,,0,,896444,20.079,ourworldindata.org
9869,FJI,2020-06-09,0,18,0,0,,,0,,896444,20.079,ourworldindata.org
9870,FJI,2020-06-10,0,18,0,0,,,0,,896444,20.079,ourworldindata.org
