PK,국가코드,날짜,확진자,,사망자,,완치자,,사망률,완치율,인구수,발생률,사이트
,,,일일,누적,일일,누적,일일,누적,,,,,
1,AFG,2019-12-31,0,0,0,0,0,0,0,0,38928341,0,ourworldindata.org
2,AFG,2020-01-01,0,0,0,0,0,0,0,0,38928341,0,ourworldindata.org
3,AFG,2020-01-02,0,0,0,0,0,0,0,0,38928341,0,ourworldindata.org
4,AFG,2020-01-03,0,0,0,0,0,0,0,0,38928341,0,ourworldindata.org
5,AFG,2020-01-04,0,0,0,0,0,0,0,0,38928341,0,ourworldindata.org
6,AFG,2020-01-05,0,0,0,0,0,0,0,0,38928341,0,ourworldindata.org
7,AFG,2020-01-06,0,0,0,0,0,0,0,0,38928341,0,ourworldindata.org
8,AFG,2020-01-07,0,0,0,0,0,0,0,0,38928341,0,ourworldindata.org
9,AFG,2020-01-08,0,0,0,0,0,0,0,0,38928341,0,ourworldindata.org
10,AFG,2020-01-09,0,0,0,0,0,0,0,0,38928341,0,ourworldindata.org
11,AFG,2020-01-10,0,0,0,0,0,0,0,0,38928341,0,ourworldindata.org
12,AFG,2020-01-11,0,0,0,0,0,0,0,0,38928341,0,ourworldindata.org
13,AFG,2020-01-12,0,0,0,0,0,0,0,0,38928341,0,ourworldindata.org
14,AFG,2020-01-13,0,0,0,0,0,0,0,0,38928341,0,ourworldindata.org
15,AFG,2020-01-14,0,0,0,0,0,0,0,0,38928341,0,ourworldindata.org
16,AFG,2020-01-15,0,0,0,0,0,0,0,0,38928341,0,ourworldindata.org
17,AFG,2020-01-16,0,0,0,0,0,0,0,0,38928341,0,ourworldindata.org
18,AFG,2020-01-17,0,0,0,0,0,0,0,0,38928341,0,ourworldindata.org
19,AFG,2020-01-18,0,0,0,0,0,0,0,0,38928341,0,ourworldindata.org
20,AFG,2020-01-19,0,0,0,0,0,0,0,0,38928341,0,ourworldindata.org
21,AFG,2020-01-20,0,0,0,0,0,0,0,0,38928341,0,ourworldindata.org
22,AFG,2020-01-21,0,0,0,0,0,0,0,0,38928341,0,ourworldindata.org
23,AFG,2020-01-22,0,0,0,0,0,0,0,0,38928341,0,ourworldindata.org
24,AFG,2020-01-23,0,0,0,0,0,0,0,0,38928341,0,ourworldindata.org
25,AFG,2020-01-24,0,0,0,0,0,0,0,0,38928341,0,ourworldindata.org
26,AFG,2020-01-25,0,0,0,0,0,0,0,0,38928341,0,ourworldindata.org
27,AFG,2020-01-26,0,0,0,0,0,0,0,0,38928341,0,ourworldindata.org
28,AFG,2020-01-27,0,0,0,0,0,0,0,0,38928341,0,ourworldindata.org
29,AFG,2020-01-28,0,0,0,0,0,0,0,0,38928341,0,ourworldindata.org
30,AFG,2020-01-29,0,0,0,0,0,0,0,0,38928341,0,ourworldindata.org
31,AFG,2020-01-30,0,0,0,0,0,0,0,0,38928341,0,ourworldindata.org
32,AFG,2020-01-31,0,0,0,0,0,0,0,0,38928341,0,ourworldindata.org
33,AFG,2020-02-01,0,0,0,0,0,0,0,0,38928341,0,ourworldindata.org
34,AFG,2020-02-02,0,0,0,0,0,0,0,0,38928341,0,ourworldindata.org
35,AFG,2020-02-03,0,0,0,0,0,0,0,0,38928341,0,ourworldindata.org
36,AFG,2020-02-04,0,0,0,0,0,0,0,0,38928341,0,ourworldindata.org
37,AFG,2020-02-05,0,0,0,0,0,0,0,0,38928341,0,ourworldindata.org
38,AFG,2020-02-06,0,0,0,0,0,0,0,0,38928341,0,ourworldindata.org
39,AFG,2020-02-07,0,0,0,0,0,0,0,0,38928341,0,ourworldindata.org
40,AFG,2020-02-08,0,0,0,0,0,0,0,0,38928341,0,ourworldindata.org
41,AFG,2020-02-09,0,0,0,0,0,0,0,0,38928341,0,ourworldindata.org
42,AFG,2020-02-10,0,0,0,0,0,0,0,0,38928341,0,ourworldindata.org
43,AFG,2020-02-11,0,0,0,0,0,0,0,0,38928341,0,ourworldindata.org
44,AFG,2020-02-12,0,0,0,0,0,0,0,0,38928341,0,ourworldindata.org
45,AFG,2020-02-13,0,0,0,0,0,0,0,0,38928341,0,ourworldindata.org
46,AFG,2020-02-14,0,0,0,0,0,0,0,0,38928341,0,ourworldindata.org
47,AFG,2020-02-15,0,0,0,0,0,0,0,0,38928341,0,ourworldindata.org
48,AFG,2020-02-16,0,0,0,0,0,0,0,0,38928341,0,ourworldindata.org
49,AFG,2020-02-17,0,0,0,0,0,0,0,0,38928341,0,ourworldindata.org
50,AFG,2020-02-18,0,0,0,0,0,0,0,0,38928341,0,ourworldindata.org
51,AFG,2020-02-19,0,0,0,0,0,0,0,0,38928341,0,ourworldindata.org
52,AFG,2020-02-20,0,0,0,0,0,0,0,0,38928341,0,ourworldindata.org
53,AFG,2020-02-21,0,0,0,0,0,0,0,0,38928341,0,ourworldindata.org
54,AFG,2020-02-22,0,0,0,0,0,0,0,0,38928341,0,ourworldindata.org
55,AFG,2020-02-23,0,0,0,0,0,0,0,0,38928341,0,ourworldindata.org
56,AFG,2020-02-24,0,0,0,0,0,0,0,0,38928341,0,ourworldindata.org
57,AFG,2020-02-25,1,1,0,0,0,0,0,0,38928341,0.026,ourworldindata.org
58,AFG,2020-02-26,0,1,0,0,0,0,0,0,38928341,0.026,ourworldindata.org
59,AFG,2020-02-27,0,1,0,0,0,0,0,0,38928341,0.026,ourworldindata.org
60,AFG,2020-02-28,0,1,0,0,0,0,0,0,38928341,0.026,ourworldindata.org
61,AFG,2020-02-29,0,1,0,0,0,0,0,0,38928341,0.026,ourworldindata.org
62,AFG,2020-03-01,0,1,0,0,0,0,0,0,38928341,0.026,ourworldindata.org
63,AFG,2020-03-02,0,1,0,0,0,0,0,0,38928341,0.026,ourworldindata.org
64,AFG,2020-03-08,3,4,0,0,0,0,0,0,38928341,0.103,ourworldindata.org
65,AFG,2020-03-11,3,7,0,0,0,0,0,0,38928341,0.18,ourworldindata.org
66,AFG,2020-03-15,3,10,0,0,1,1,0,10,38928341,0.257,ourworldindata.org
67,AFG,2020-03-16,6,16,0,0,0,1,0,6.25,38928341,0.411,ourworldindata.org
68,AFG,2020-03-17,5,21,0,0,0,1,0,4.762,38928341,0.539,ourworldindata.org
69,AFG,2020-03-18,1,22,0,0,0,1,0,4.545,38928341,0.565,ourworldindata.org
70,AFG,2020-03-19,0,22,0,0,0,1,0,4.545,38928341,0.565,ourworldindata.org
71,AFG,2020-03-20,0,22,0,0,0,1,0,4.545,38928341,0.565,ourworldindata.org
72,AFG,2020-03-21,2,24,0,0,0,1,0,4.167,38928341,0.617,ourworldindata.org
73,AFG,2020-03-22,0,24,0,0,0,1,0,4.167,38928341,0.617,ourworldindata.org
74,AFG,2020-03-23,10,34,0,0,0,1,0,2.941,38928341,0.873,ourworldindata.org
75,AFG,2020-03-24,6,40,1,1,1,2,0.025,5,38928341,1.028,ourworldindata.org
76,AFG,2020-03-25,2,42,0,1,0,2,0.023809524,4.762,38928341,1.079,ourworldindata.org
77,AFG,2020-03-26,33,75,0,1,0,2,0.013333333,2.667,38928341,1.927,ourworldindata.org
78,AFG,2020-03-27,0,75,0,1,0,2,0.013333333,2.667,38928341,1.927,ourworldindata.org
79,AFG,2020-03-28,16,91,1,2,0,2,0.021978022,2.198,38928341,2.338,ourworldindata.org
80,AFG,2020-03-29,15,106,1,3,0,2,0.028301887,1.887,38928341,2.723,ourworldindata.org
81,AFG,2020-03-30,8,114,1,4,3,5,0.035087719,4.386,38928341,2.928,ourworldindata.org
82,AFG,2020-03-31,27,141,0,4,0,5,0.028368794,3.546,38928341,3.622,ourworldindata.org
83,AFG,2020-04-01,25,166,0,4,5,10,0.024096386,6.024,38928341,4.264,ourworldindata.org
84,AFG,2020-04-02,26,192,0,4,0,10,0.020833333,5.208,38928341,4.932,ourworldindata.org
85,AFG,2020-04-03,43,235,0,4,0,10,0.017021277,4.255,38928341,6.037,ourworldindata.org
86,AFG,2020-04-04,0,235,0,4,5,15,0.017021277,6.383,38928341,6.037,ourworldindata.org
87,AFG,2020-04-05,35,270,1,5,3,18,0.018518519,6.667,38928341,6.936,ourworldindata.org
88,AFG,2020-04-06,29,299,2,7,0,18,0.023411371,6.02,38928341,7.681,ourworldindata.org
89,AFG,2020-04-07,38,337,0,7,11,29,0.020771513,8.605,38928341,8.657,ourworldindata.org
90,AFG,2020-04-08,30,367,4,11,3,32,0.029972752,8.719,38928341,9.428,ourworldindata.org
91,AFG,2020-04-09,56,423,3,14,0,32,0.033096927,7.565,38928341,10.866,ourworldindata.org
92,AFG,2020-04-10,61,484,1,15,0,32,0.030991736,6.612,38928341,12.433,ourworldindata.org
93,AFG,2020-04-11,37,521,0,15,0,32,0.028790787,6.142,38928341,13.384,ourworldindata.org
94,AFG,2020-04-12,34,555,3,18,0,32,0.032432432,5.766,38928341,14.257,ourworldindata.org
95,AFG,2020-04-13,52,607,0,18,8,40,0.029654036,6.59,38928341,15.593,ourworldindata.org
96,AFG,2020-04-14,58,665,3,21,3,43,0.031578947,6.466,38928341,17.083,ourworldindata.org
97,AFG,2020-04-15,49,714,2,23,11,54,0.032212885,7.563,38928341,18.341,ourworldindata.org
98,AFG,2020-04-16,70,784,2,25,45,99,0.031887755,12.628,38928341,20.14,ourworldindata.org
99,AFG,2020-04-17,10,794,4,29,13,112,0.036523929,14.106,38928341,20.396,ourworldindata.org
100,AFG,2020-04-18,51,845,1,30,19,131,0.035502959,15.503,38928341,21.707,ourworldindata.org
101,AFG,2020-04-19,63,908,0,30,4,135,0.033039648,14.868,38928341,23.325,ourworldindata.org
102,AFG,2020-04-20,88,996,3,33,15,150,0.03313253,15.06,38928341,25.585,ourworldindata.org
103,AFG,2020-04-21,35,1031,2,35,16,166,0.033947624,16.101,38928341,26.485,ourworldindata.org
104,AFG,2020-04-22,61,1092,1,36,13,179,0.032967033,16.392,38928341,28.052,ourworldindata.org
105,AFG,2020-04-23,84,1176,4,40,9,188,0.034013605,15.986,38928341,30.209,ourworldindata.org
106,AFG,2020-04-24,105,1281,2,42,0,188,0.032786885,14.676,38928341,32.907,ourworldindata.org
107,AFG,2020-04-25,70,1351,1,43,19,207,0.031828275,15.322,38928341,34.705,ourworldindata.org
108,AFG,2020-04-26,112,1463,4,47,13,220,0.032125769,15.038,38928341,37.582,ourworldindata.org
109,AFG,2020-04-27,68,1531,10,57,8,228,0.037230568,14.892,38928341,39.329,ourworldindata.org
110,AFG,2020-04-28,172,1703,0,57,24,252,0.033470346,14.797,38928341,43.747,ourworldindata.org
111,AFG,2020-04-29,124,1827,3,60,8,260,0.032840722,14.231,38928341,46.932,ourworldindata.org
112,AFG,2020-04-30,122,1949,0,60,50,310,0.030785018,15.906,38928341,50.066,ourworldindata.org
113,AFG,2020-05-01,222,2171,4,64,21,331,0.029479503,15.246,38928341,55.769,ourworldindata.org
114,AFG,2020-05-02,164,2335,4,68,14,345,0.029122056,14.775,38928341,59.982,ourworldindata.org
115,AFG,2020-05-03,134,2469,4,72,52,397,0.029161604,16.079,38928341,63.424,ourworldindata.org
116,AFG,2020-05-04,235,2704,13,85,24,421,0.031434911,15.57,38928341,69.461,ourworldindata.org
117,AFG,2020-05-05,190,2894,5,90,37,458,0.031098825,15.826,38928341,74.342,ourworldindata.org
118,AFG,2020-05-06,330,3224,5,95,10,468,0.029466501,14.516,38928341,82.819,ourworldindata.org
119,AFG,2020-05-07,168,3392,9,104,4,472,0.030660377,13.915,38928341,87.134,ourworldindata.org
120,AFG,2020-05-08,171,3563,2,106,30,502,0.02975021,14.089,38928341,91.527,ourworldindata.org
121,AFG,2020-05-09,215,3778,3,109,56,558,0.028851244,14.77,38928341,97.05,ourworldindata.org
122,AFG,2020-05-10,255,4033,6,115,0,558,0.028514753,13.836,38928341,103.601,ourworldindata.org
123,AFG,2020-05-11,369,4402,5,120,52,610,0.027260336,13.857,38928341,113.08,ourworldindata.org
124,AFG,2020-05-12,285,4687,2,122,38,648,0.026029443,13.825,38928341,120.401,ourworldindata.org
125,AFG,2020-05-13,280,4967,5,127,43,691,0.025568754,13.912,38928341,127.593,ourworldindata.org
126,AFG,2020-05-14,259,5226,3,130,54,745,0.024875622,14.256,38928341,134.247,ourworldindata.org
127,AFG,2020-05-15,113,5339,6,136,0,745,0.025472935,13.954,38928341,137.149,ourworldindata.org
128,AFG,2020-05-16,1063,6402,32,168,33,778,0.026241799,12.152,38928341,164.456,ourworldindata.org
129,AFG,2020-05-17,0,6402,0,168,23,801,0.026241799,12.512,38928341,164.456,ourworldindata.org
130,AFG,2020-05-18,262,6664,1,169,49,850,0.025360144,12.755,38928341,171.186,ourworldindata.org
131,AFG,2020-05-19,408,7072,4,173,80,930,0.02446267,13.15,38928341,181.667,ourworldindata.org
132,AFG,2020-05-20,581,7653,5,178,8,938,0.023258853,12.257,38928341,196.592,ourworldindata.org
133,AFG,2020-05-21,492,8145,9,187,58,996,0.02295887,12.228,38928341,209.231,ourworldindata.org
134,AFG,2020-05-22,531,8676,6,193,44,1040,0.022245274,11.987,38928341,222.871,ourworldindata.org
135,AFG,2020-05-23,540,9216,12,205,35,1075,0.022243924,11.664,38928341,236.743,ourworldindata.org
136,AFG,2020-05-24,782,9998,11,216,22,1097,0.021604321,10.972,38928341,256.831,ourworldindata.org
137,AFG,2020-05-25,584,10582,2,218,31,1128,0.020601021,10.66,38928341,271.833,ourworldindata.org
138,AFG,2020-05-26,591,11173,1,219,10,1138,0.019600823,10.185,38928341,287.015,ourworldindata.org
139,AFG,2020-05-27,658,11831,1,220,71,1209,0.018595216,10.219,38928341,303.917,ourworldindata.org
140,AFG,2020-05-28,625,12456,7,227,50,1259,0.018224149,10.108,38928341,319.973,ourworldindata.org
141,AFG,2020-05-29,580,13036,8,235,44,1303,0.018027002,9.995,38928341,334.872,ourworldindata.org
142,AFG,2020-05-30,623,13659,11,246,25,1328,0.018010103,9.723,38928341,350.875,ourworldindata.org
143,AFG,2020-05-31,866,14525,3,249,100,1428,0.017142857,9.831,38928341,373.121,ourworldindata.org
144,AFG,2020-06-01,680,15205,8,257,22,1450,0.016902335,9.536,38928341,390.589,ourworldindata.org
145,AFG,2020-06-02,545,15750,8,265,72,1522,0.016825397,9.663,38928341,404.59,ourworldindata.org
146,AFG,2020-06-03,759,16509,5,270,63,1585,0.016354716,9.601,38928341,424.087,ourworldindata.org
147,AFG,2020-06-04,758,17267,24,294,177,1762,0.017026698,10.204,38928341,443.559,ourworldindata.org
148,AFG,2020-06-05,787,18054,6,300,68,1830,0.016616816,10.136,38928341,463.775,ourworldindata.org
149,AFG,2020-06-06,915,18969,9,309,45,1875,0.016289736,9.885,38928341,487.28,ourworldindata.org
150,AFG,2020-06-07,582,19551,18,327,296,2171,0.016725487,11.104,38928341,502.23,ourworldindata.org
151,AFG,2020-06-08,791,20342,30,357,480,2651,0.017549897,13.032,38928341,522.55,ourworldindata.org
152,AFG,2020-06-09,575,20917,12,369,362,3013,0.017641153,14.405,38928341,537.321,ourworldindata.org
153,AFG,2020-06-10,542,21459,15,384,313,3326,0.01789459,15.499,38928341,551.244,ourworldindata.org
154,AFG,2020-06-11,684,22143,21,405,602,3928,0.018290205,17.739,38928341,568.814,ourworldindata.org
155,AFG,2020-06-12,747,22890,21,426,273,4201,0.018610747,18.353,38928341,588.003,ourworldindata.org
156,AFG,2020-06-13,656,23546,20,446,524,4725,0.018941646,20.067,38928341,604.855,ourworldindata.org
157,AFG,2020-06-14,556,24102,5,451,439,5164,0.01871214,21.426,38928341,619.138,ourworldindata.org
158,AFG,2020-06-15,664,24766,20,471,344,5508,0.019018009,22.24,38928341,636.195,ourworldindata.org
159,AFG,2020-06-16,761,25527,7,478,650,6158,0.018725271,24.123,38928341,655.743,ourworldindata.org
160,AFG,2020-06-17,783,26310,13,491,1502,7660,0.018662106,29.114,38928341,675.857,ourworldindata.org
161,AFG,2020-06-18,564,26874,13,504,302,7962,0.018754186,29.627,38928341,690.345,ourworldindata.org
162,AFG,2020-06-19,658,27532,42,546,330,8292,0.019831469,30.118,38928341,707.248,ourworldindata.org
163,AFG,2020-06-20,346,27878,2,548,472,8764,0.019657077,31.437,38928341,716.136,ourworldindata.org
164,AFG,2020-06-21,546,28424,21,569,77,8841,0.020018294,31.104,38928341,730.162,ourworldindata.org
165,AFG,2020-06-22,409,28833,12,581,419,9260,0.020150522,32.116,38928341,740.669,ourworldindata.org
166,AFG,2020-06-23,310,29143,17,598,609,9869,0.020519507,33.864,38928341,748.632,ourworldindata.org
167,AFG,2020-06-24,338,29481,20,618,305,10174,0.020962654,34.51,38928341,757.315,ourworldindata.org
168,AFG,2020-06-25,234,29715,21,639,132,10306,0.021504291,34.683,38928341,763.326,ourworldindata.org
169,AFG,2020-06-26,460,30175,36,675,368,10674,0.022369511,35.374,38928341,775.142,ourworldindata.org
170,AFG,2020-06-27,276,30451,8,683,1930,12604,0.022429477,41.391,38928341,782.232,ourworldindata.org
171,AFG,2020-06-28,165,30616,20,703,1330,13934,0.02296185,45.512,38928341,786.471,ourworldindata.org
172,AFG,2020-06-29,351,30967,18,721,197,14131,0.023282849,45.632,38928341,795.487,ourworldindata.org
173,AFG,2020-06-30,271,31238,12,733,1520,15651,0.023465011,50.102,38928341,802.449,ourworldindata.org
174,AFG,2020-07-01,279,31517,13,746,390,16041,0.023669766,50.896,38928341,809.616,ourworldindata.org
175,AFG,2020-07-02,319,31836,28,774,1290,17331,0.0243121,54.438,38928341,817.81,ourworldindata.org
176,AFG,2020-07-03,186,32022,33,807,1833,19164,0.025201424,59.846,38928341,822.588,ourworldindata.org
177,AFG,2020-07-04,302,32324,12,819,202,19366,0.025337211,59.912,38928341,830.346,ourworldindata.org
178,AFG,2020-07-05,348,32672,7,826,737,20103,0.025281587,61.53,38928341,839.286,ourworldindata.org
179,AFG,2020-07-06,279,32951,38,864,76,20179,0.026220752,61.239,38928341,846.453,ourworldindata.org
180,AFG,2020-07-07,433,33384,56,920,521,20700,0.027558112,62.006,38928341,857.576,ourworldindata.org
181,AFG,2020-07-08,210,33594,16,936,147,20847,0.027862118,62.056,38928341,862.97,ourworldindata.org
182,AFG,2020-07-09,59,33653,1,937,35,20882,0.027842986,62.051,38928341,864.486,ourworldindata.org
183,AFG,2020-07-10,255,33908,20,957,253,21135,0.028223428,62.33,38928341,871.036,ourworldindata.org
184,AFG,2020-07-11,458,34366,37,994,81,21216,0.028923936,61.735,38928341,882.802,ourworldindata.org
185,AFG,2020-07-12,85,34451,16,1010,38,21254,0.029317001,61.693,38928341,884.985,ourworldindata.org
186,AFG,2020-07-13,0,34451,0,1010,200,21454,0.029317001,62.274,38928341,884.985,ourworldindata.org
187,AFG,2020-07-14,4,34455,2,1012,,,0.029371644,,38928341,885.088,ourworldindata.org
188,AFG,2020-07-15,285,34740,33,1045,,,0.030080599,,38928341,892.409,ourworldindata.org
189,AFG,2020-07-16,254,34994,49,1094,,,0.031262502,,38928341,898.934,ourworldindata.org
190,AFG,2020-07-17,76,35070,21,1115,,,0.031793556,,38928341,900.886,ourworldindata.org
191,AFG,2020-07-18,219,35289,32,1147,,,0.032503046,,38928341,906.512,ourworldindata.org
192,AFG,2020-07-19,12,35301,17,1164,,,0.03297357,,38928341,906.82,ourworldindata.org
193,AFG,2020-07-20,174,35475,17,1181,,,0.03329105,,38928341,911.29,ourworldindata.org
194,ALB,2020-03-09,2,2,0,0,0,0,0,0,2877800,0.695,ourworldindata.org
195,ALB,2020-03-10,4,6,0,0,0,0,0,0,2877800,2.085,ourworldindata.org
196,ALB,2020-03-11,4,10,0,0,0,0,0,0,2877800,3.475,ourworldindata.org
197,ALB,2020-03-12,1,11,1,1,0,0,0.090909091,0,2877800,3.822,ourworldindata.org
198,ALB,2020-03-13,12,23,0,1,0,0,0.043478261,0,2877800,7.992,ourworldindata.org
199,ALB,2020-03-14,10,33,0,1,0,0,0.03030303,0,2877800,11.467,ourworldindata.org
200,ALB,2020-03-15,5,38,0,1,0,0,0.026315789,0,2877800,13.205,ourworldindata.org
201,ALB,2020-03-16,4,42,0,1,0,0,0.023809524,0,2877800,14.594,ourworldindata.org
202,ALB,2020-03-17,9,51,0,1,0,0,0.019607843,0,2877800,17.722,ourworldindata.org
203,ALB,2020-03-18,4,55,0,1,0,0,0.018181818,0,2877800,19.112,ourworldindata.org
204,ALB,2020-03-19,4,59,1,2,0,0,0.033898305,0,2877800,20.502,ourworldindata.org
205,ALB,2020-03-20,11,70,0,2,0,0,0.028571429,0,2877800,24.324,ourworldindata.org
206,ALB,2020-03-21,0,70,0,2,2,2,0.028571429,0,2877800,24.324,ourworldindata.org
207,ALB,2020-03-22,6,76,0,2,0,2,0.026315789,0,2877800,26.409,ourworldindata.org
208,ALB,2020-03-23,13,89,0,2,0,2,0.02247191,2.857,2877800,30.926,ourworldindata.org
209,ALB,2020-03-24,11,100,2,4,8,10,0.04,2.632,2877800,34.749,ourworldindata.org
210,ALB,2020-03-25,23,123,1,5,7,17,0.040650407,2.247,2877800,42.741,ourworldindata.org
211,ALB,2020-03-26,23,146,0,5,0,17,0.034246575,10,2877800,50.733,ourworldindata.org
212,ALB,2020-03-27,28,174,1,6,14,31,0.034482759,13.821,2877800,60.463,ourworldindata.org
213,ALB,2020-03-28,12,186,3,9,0,31,0.048387097,11.644,2877800,64.633,ourworldindata.org
214,ALB,2020-03-29,11,197,1,10,2,33,0.050761421,17.816,2877800,68.455,ourworldindata.org
215,ALB,2020-03-30,15,212,0,10,11,44,0.047169811,16.667,2877800,73.667,ourworldindata.org
216,ALB,2020-03-31,11,223,2,12,8,52,0.053811659,16.751,2877800,77.49,ourworldindata.org
217,ALB,2020-04-01,20,243,3,15,15,67,0.061728395,20.755,2877800,84.44,ourworldindata.org
218,ALB,2020-04-02,16,259,0,15,9,76,0.057915058,23.318,2877800,89.999,ourworldindata.org
219,ALB,2020-04-03,18,277,1,16,13,89,0.057761733,27.572,2877800,96.254,ourworldindata.org
220,ALB,2020-04-04,27,304,1,17,10,99,0.055921053,29.344,2877800,105.636,ourworldindata.org
221,ALB,2020-04-05,29,333,2,19,5,104,0.057057057,32.13,2877800,115.713,ourworldindata.org
222,ALB,2020-04-06,28,361,2,21,12,116,0.058171745,32.566,2877800,125.443,ourworldindata.org
223,ALB,2020-04-07,16,377,1,22,15,131,0.058355438,31.231,2877800,131.003,ourworldindata.org
224,ALB,2020-04-08,6,383,0,22,23,154,0.057441253,32.133,2877800,133.088,ourworldindata.org
225,ALB,2020-04-09,17,400,0,22,11,165,0.055,34.748,2877800,138.995,ourworldindata.org
226,ALB,2020-04-10,9,409,1,23,17,182,0.056234719,40.209,2877800,142.122,ourworldindata.org
227,ALB,2020-04-11,7,416,0,23,15,197,0.055288462,41.25,2877800,144.555,ourworldindata.org
228,ALB,2020-04-12,17,433,0,23,20,217,0.053117783,44.499,2877800,150.462,ourworldindata.org
229,ALB,2020-04-13,13,446,0,23,15,232,0.051569507,47.356,2877800,154.979,ourworldindata.org
230,ALB,2020-04-14,21,467,0,23,16,248,0.049250535,50.115,2877800,162.277,ourworldindata.org
231,ALB,2020-04-15,8,475,1,24,3,251,0.050526316,52.018,2877800,165.057,ourworldindata.org
232,ALB,2020-04-16,19,494,1,25,26,277,0.050607287,53.105,2877800,171.659,ourworldindata.org
233,ALB,2020-04-17,24,518,1,26,6,283,0.05019305,52.842,2877800,179.999,ourworldindata.org
234,ALB,2020-04-18,21,539,0,26,19,302,0.048237477,56.073,2877800,187.296,ourworldindata.org
235,ALB,2020-04-19,9,548,0,26,12,314,0.047445255,54.633,2877800,190.423,ourworldindata.org
236,ALB,2020-04-20,14,562,0,26,13,327,0.046263345,56.03,2877800,195.288,ourworldindata.org
237,ALB,2020-04-21,22,584,0,26,18,345,0.044520548,57.299,2877800,202.933,ourworldindata.org
238,ALB,2020-04-22,25,609,0,26,11,356,0.042692939,58.185,2877800,211.62,ourworldindata.org
239,ALB,2020-04-23,25,634,1,27,29,385,0.042586751,59.075,2877800,220.307,ourworldindata.org
240,ALB,2020-04-24,29,663,0,27,9,394,0.040723982,58.456,2877800,230.384,ourworldindata.org
241,ALB,2020-04-25,15,678,0,27,9,403,0.039823009,60.726,2877800,235.597,ourworldindata.org
242,ALB,2020-04-26,34,712,0,27,7,410,0.037921348,59.427,2877800,247.411,ourworldindata.org
243,ALB,2020-04-27,14,726,1,28,12,422,0.038567493,59.44,2877800,252.276,ourworldindata.org
244,ALB,2020-04-28,10,736,0,28,9,431,0.038043478,57.584,2877800,255.751,ourworldindata.org
245,ALB,2020-04-29,14,750,2,30,24,455,0.04,58.127,2877800,260.616,ourworldindata.org
246,ALB,2020-04-30,16,766,1,31,15,470,0.040469974,58.56,2877800,266.176,ourworldindata.org
247,ALB,2020-05-01,7,773,0,31,18,488,0.040103493,60.667,2877800,268.608,ourworldindata.org
248,ALB,2020-05-02,9,782,0,31,31,519,0.039641944,61.358,2877800,271.735,ourworldindata.org
249,ALB,2020-05-03,7,789,0,31,12,531,0.039290241,63.131,2877800,274.168,ourworldindata.org
250,ALB,2020-05-04,6,795,0,31,12,543,0.038993711,66.368,2877800,276.253,ourworldindata.org
251,ALB,2020-05-05,8,803,0,31,27,570,0.03860523,67.3,2877800,279.033,ourworldindata.org
252,ALB,2020-05-06,17,820,0,31,25,595,0.037804878,68.302,2877800,284.94,ourworldindata.org
253,ALB,2020-05-07,12,832,0,31,10,605,0.037259615,70.984,2877800,289.11,ourworldindata.org
254,ALB,2020-05-08,10,842,0,31,15,620,0.036817102,72.561,2877800,292.585,ourworldindata.org
255,ALB,2020-05-09,8,850,0,31,7,627,0.036470588,72.716,2877800,295.365,ourworldindata.org
256,ALB,2020-05-10,6,856,0,31,23,650,0.036214953,73.634,2877800,297.449,ourworldindata.org
257,ALB,2020-05-11,12,868,0,31,4,654,0.035714286,73.765,2877800,301.619,ourworldindata.org
258,ALB,2020-05-12,4,872,0,31,28,682,0.035550459,75.935,2877800,303.009,ourworldindata.org
259,ALB,2020-05-13,4,876,0,31,6,688,0.035388128,75.346,2877800,304.399,ourworldindata.org
260,ALB,2020-05-14,4,880,0,31,6,694,0.035227273,78.211,2877800,305.789,ourworldindata.org
261,ALB,2020-05-15,18,898,0,31,11,705,0.034521158,78.539,2877800,312.044,ourworldindata.org
262,ALB,2020-05-16,18,916,0,31,9,714,0.033842795,78.864,2877800,318.299,ourworldindata.org
263,ALB,2020-05-17,17,933,0,31,1,715,0.033226152,78.508,2877800,324.206,ourworldindata.org
264,ALB,2020-05-18,13,946,0,31,12,727,0.032769556,77.948,2877800,328.723,ourworldindata.org
265,ALB,2020-05-19,2,948,0,31,15,742,0.032700422,76.635,2877800,329.418,ourworldindata.org
266,ALB,2020-05-20,1,949,0,31,16,758,0.032665964,76.85,2877800,329.766,ourworldindata.org
267,ALB,2020-05-21,15,964,0,31,13,771,0.032157676,78.27,2877800,334.978,ourworldindata.org
268,ALB,2020-05-22,5,969,0,31,6,777,0.031991744,79.874,2877800,336.716,ourworldindata.org
269,ALB,2020-05-23,12,981,0,31,6,783,0.031600408,79.979,2877800,340.885,ourworldindata.org
270,ALB,2020-05-24,8,989,0,31,6,789,0.031344793,80.186,2877800,343.665,ourworldindata.org
271,ALB,2020-05-25,9,998,1,32,6,795,0.032064128,79.817,2877800,346.793,ourworldindata.org
272,ALB,2020-05-26,6,1004,0,32,8,803,0.03187251,79.778,2877800,348.878,ourworldindata.org
273,ALB,2020-05-27,25,1029,1,33,9,812,0.032069971,79.659,2877800,357.565,ourworldindata.org
274,ALB,2020-05-28,21,1050,0,33,11,823,0.031428571,79.98,2877800,364.862,ourworldindata.org
275,ALB,2020-05-29,26,1076,0,33,28,851,0.030669145,78.912,2877800,373.897,ourworldindata.org
276,ALB,2020-05-30,23,1099,0,33,6,857,0.030027298,78.381,2877800,381.889,ourworldindata.org
